order_id,order_date,customer_id,partner_id,product_id,quantity,order_channel,priority,promised_sla_days,status,discount_pct,gross_amount,discount_amount,net_amount,cost_amount
O507115,2025-09-12,C100792,P1002,SKU2055,4,Marketplace,Standard,1,Delivered,0.238,15921.76,3789.38,12132.38,1328.84
O507116,2025-07-17,C100515,P1004,SKU2073,4,Web,Express,3,Delivered,0.059,9314.68,549.57,8765.11,1731.64
O507117,2024-06-13,C100015,P1010,SKU2014,4,Web,Standard,3,Delivered,0.174,13951.6,2427.58,11524.02,1114.04
O507118,2024-07-11,C100423,P1023,SKU2005,3,Mobile,Standard,4,Delivered,0.012,12540.99,150.49,12390.5,6731.97
O507119,2024-01-21,C100094,P1023,SKU2117,4,Mobile,Express,7,Delivered,0.187,5109.92,955.56,4154.36,3912.92
O507120,2024-09-23,C100023,P1019,SKU2032,3,B2B,Standard,4,Delivered,0.055,9227.1,507.49,8719.61,3280.89
O507121,2024-01-28,C100148,P1013,SKU2029,2,Mobile,Standard,5,In-Transit,0.2,8047.5,1609.5,6438.0,4409.12
O507122,2025-11-15,C100203,P1005,SKU2041,3,Web,Standard,5,Delivered,0.242,8806.95,2131.28,6675.67,3188.55
O507123,2024-04-08,C100063,P1008,SKU2008,5,Web,Standard,2,Delivered,0.011,11219.8,123.42,11096.38,10128.4
O507124,2025-04-27,C100668,P1019,SKU2017,5,Mobile,Standard,3,Delivered,0.092,15189.6,1397.44,13792.16,9684.8
O507125,2025-02-21,C100350,P1022,SKU2002,4,Mobile,Express,4,Delivered,0.179,12781.6,2287.91,10493.69,7784.6
O507126,2024-06-22,C100441,P1024,SKU2064,2,Mobile,Express,3,Delivered,0.249,7366.88,1834.35,5532.53,3348.32
O507127,2025-08-13,C100692,P1009,SKU2055,2,Marketplace,Standard,7,Delivered,0.091,7960.88,724.44,7236.44,664.42
O507128,2024-03-20,C100669,P1012,SKU2032,2,Web,Standard,3,Delivered,0.249,6151.4,1531.7,4619.7,2187.26
O507129,2025-10-10,C100656,P1012,SKU2110,2,Mobile,Standard,3,Delivered,0.225,5532.08,1244.72,4287.36,1065.1
O507130,2025-06-25,C100157,P1001,SKU2036,5,Web,Standard,2,Delivered,0.18,14280.4,2570.47,11709.93,3402.8
O507131,2025-04-09,C100595,P1002,SKU2002,3,Mobile,Standard,1,In-Transit,0.095,9586.2,910.69,8675.51,5838.45
O507132,2025-10-05,C100796,P1001,SKU2011,2,Marketplace,Standard,1,Delivered,0.134,6051.92,810.96,5240.96,562.28
O507133,2024-10-21,C100005,P1018,SKU2087,5,Mobile,Standard,2,Delivered,0.18,14666.45,2639.96,12026.49,5348.0
O507134,2024-07-24,C100694,P1005,SKU2063,2,Mobile,Standard,4,In-Transit,0.171,4050.9,692.7,3358.2,1366.94
O507135,2024-04-22,C100692,P1017,SKU2031,4,Web,Standard,2,Delivered,0.072,14336.48,1032.23,13304.25,8958.68
O507136,2025-11-06,C100673,P1009,SKU2029,4,B2B,Standard,2,Delivered,0.139,16095.0,2237.21,13857.79,8818.24
O507137,2024-10-20,C100317,P1019,SKU2026,2,Mobile,Standard,4,Delivered,0.209,2537.42,530.32,2007.1,1399.54
O507138,2025-08-29,C100159,P1002,SKU2050,5,Marketplace,Standard,5,Delivered,0.119,6763.0,804.8,5958.2,2332.25
O507139,2024-08-30,C100585,P1008,SKU2084,4,Web,Standard,1,Returned,0.142,5171.56,734.36,4437.2,3284.24
O507140,2025-11-29,C100498,P1005,SKU2076,5,Web,Standard,3,Delivered,0.082,10188.55,835.46,9353.09,5828.05
O507141,2025-09-27,C100581,P1010,SKU2089,1,Mobile,Express,2,Delivered,0.04,2925.34,117.01,2808.33,2251.02
O507142,2024-08-13,C100204,P1014,SKU2004,2,Mobile,Express,7,Delivered,0.016,7306.5,116.9,7189.6,4236.94
O507143,2024-12-21,C100142,P1004,SKU2067,2,Mobile,Express,3,Delivered,0.102,5749.46,586.44,5163.02,4484.18
O507144,2025-08-03,C100721,P1016,SKU2091,4,Web,Standard,4,Delivered,0.158,13844.76,2187.47,11657.29,7111.68
O507145,2024-06-14,C100412,P1024,SKU2024,5,Mobile,Express,3,Delivered,0.19,13108.6,2490.63,10617.97,770.1
O507146,2024-01-18,C100681,P1001,SKU2069,1,Mobile,Standard,5,Cancelled,0.021,1290.99,27.11,1263.88,842.0
O507147,2024-07-30,C100740,P1002,SKU2000,1,Web,Standard,3,Delivered,0.08,2126.16,170.09,1956.07,1352.97
O507148,2025-03-07,C100367,P1023,SKU2109,4,Mobile,Standard,7,Delivered,0.202,10750.56,2171.61,8578.95,3982.04
O507149,2024-04-09,C100210,P1016,SKU2088,2,Marketplace,Express,3,Delivered,0.028,2418.4,67.72,2350.68,1031.22
O507150,2024-08-31,C100716,P1022,SKU2074,4,Web,Express,4,In-Transit,0.248,8128.6,2015.89,6112.71,1220.68
O507151,2025-11-02,C100572,P1017,SKU2071,1,B2B,Standard,2,Delivered,0.158,2070.08,327.07,1743.01,1809.25
O507152,2024-02-24,C100532,P1017,SKU2080,3,B2B,Standard,2,Delivered,0.235,8351.61,1962.63,6388.98,795.03
O507153,2024-02-06,C100766,P1003,SKU2050,1,Mobile,Standard,3,Delivered,0.183,1352.6,247.53,1105.07,466.45
O507154,2024-11-05,C100197,P1012,SKU2116,5,Marketplace,Express,2,Delivered,0.241,14188.4,3419.4,10769.0,9705.3
O507155,2024-01-10,C100288,P1009,SKU2025,1,Mobile,Express,1,Cancelled,0.166,1879.26,311.96,1567.3,1148.13
O507156,2024-01-21,C100031,P1020,SKU2097,1,Web,Standard,2,Delivered,0.067,1000.04,67.0,933.04,280.35
O507157,2024-05-13,C100310,P1001,SKU2091,1,Web,Standard,3,Delivered,0.2,3461.19,692.24,2768.95,1777.92
O507158,2024-03-15,C100357,P1000,SKU2100,2,Web,Standard,4,Delivered,0.057,6396.92,364.62,6032.3,4393.7
O507159,2025-08-15,C100362,P1013,SKU2008,3,Web,Standard,2,Returned,0.141,6731.88,949.2,5782.68,6077.04
O507160,2024-03-30,C100120,P1024,SKU2053,4,B2B,Standard,7,Delivered,0.093,9699.28,902.03,8797.25,2781.8
O507161,2025-01-17,C100647,P1024,SKU2077,5,B2B,Standard,3,Delivered,0.2,18348.15,3669.63,14678.52,10938.5
O507162,2025-05-30,C100391,P1014,SKU2074,5,Mobile,Standard,7,Delivered,0.19,10160.75,1930.54,8230.21,1525.85
O507163,2025-04-02,C100351,P1010,SKU2082,1,Mobile,Express,3,Delivered,0.216,2772.34,598.83,2173.51,2327.6
O507164,2025-04-22,C100691,P1006,SKU2076,3,B2B,Express,4,Delivered,0.062,6113.13,379.01,5734.12,3496.83
O507165,2024-09-18,C100388,P1024,SKU2026,5,Marketplace,Standard,4,Delivered,0.249,6343.55,1579.54,4764.01,3498.85
O507166,2025-10-11,C100713,P1004,SKU2099,1,Web,Standard,3,Delivered,0.201,2696.57,542.01,2154.56,1883.86
O507167,2024-02-20,C100177,P1003,SKU2057,4,B2B,Standard,3,Delivered,0.097,11826.16,1147.14,10679.02,7266.2
O507168,2024-03-19,C100680,P1012,SKU2116,3,Mobile,Standard,2,Delivered,0.032,8513.04,272.42,8240.62,5823.18
O507169,2025-09-17,C100790,P1009,SKU2062,1,Web,Express,5,Delivered,0.087,3075.18,267.54,2807.64,1305.0
O507170,2024-02-19,C100600,P1012,SKU2064,1,Web,Standard,5,Returned,0.027,3683.44,99.45,3583.99,1674.16
O507171,2024-05-20,C100713,P1022,SKU2070,2,Marketplace,Express,3,Delivered,0.154,7890.48,1215.13,6675.35,2979.42
O507172,2024-05-06,C100592,P1006,SKU2104,1,Web,Standard,3,Delivered,0.028,2663.47,74.58,2588.89,1366.07
O507173,2024-01-25,C100480,P1021,SKU2108,1,Marketplace,Standard,3,Cancelled,0.108,3554.43,383.88,3170.55,673.65
O507174,2024-03-26,C100611,P1005,SKU2070,3,Marketplace,Standard,3,Delivered,0.167,11835.72,1976.57,9859.15,4469.13
O507175,2025-02-22,C100768,P1008,SKU2065,4,Web,Standard,2,Delivered,0.113,2723.2,307.72,2415.48,1363.04
O507176,2025-04-28,C100484,P1000,SKU2006,3,Web,Standard,4,Delivered,0.22,11843.73,2605.62,9238.11,3342.48
O507177,2024-03-01,C100549,P1016,SKU2008,4,Mobile,Express,5,In-Transit,0.06,8975.84,538.55,8437.29,8102.72
O507178,2025-11-19,C100063,P1021,SKU2088,1,Web,Standard,3,Delivered,0.131,1209.2,158.41,1050.79,515.61
O507179,2024-03-11,C100767,P1022,SKU2041,2,Mobile,Standard,3,Returned,0.228,5871.3,1338.66,4532.64,2125.7
O507180,2025-05-17,C100622,P1004,SKU2052,4,B2B,Standard,1,In-Transit,0.088,10206.44,898.17,9308.27,5924.8
O507181,2025-08-08,C100129,P1019,SKU2075,1,Mobile,Standard,4,Delivered,0.118,4228.04,498.91,3729.13,2499.43
O507182,2025-01-15,C100231,P1003,SKU2026,3,Mobile,Standard,3,Delivered,0.233,3806.13,886.83,2919.3,2099.31
O507183,2024-12-25,C100180,P1015,SKU2039,1,Marketplace,Standard,2,Delivered,0.125,1403.38,175.42,1227.96,912.23
O507184,2024-03-20,C100255,P1017,SKU2005,3,B2B,Standard,1,Delivered,0.216,12540.99,2708.85,9832.14,6731.97
O507185,2024-06-25,C100708,P1003,SKU2092,4,B2B,Standard,3,Delivered,0.235,13421.12,3153.96,10267.16,858.12
O507186,2025-09-13,C100371,P1002,SKU2061,5,Web,Standard,4,Delivered,0.064,3820.95,244.54,3576.41,1077.2
O507187,2024-09-11,C100335,P1001,SKU2022,1,Web,Standard,2,Delivered,0.196,927.78,181.84,745.94,726.01
O507188,2024-01-26,C100623,P1017,SKU2071,3,Mobile,Standard,2,Delivered,0.163,6210.24,1012.27,5197.97,5427.75
O507189,2025-06-17,C100296,P1015,SKU2017,3,Web,Express,4,Delivered,0.247,9113.76,2251.1,6862.66,5810.88
O507190,2025-05-14,C100708,P1002,SKU2093,1,Mobile,Standard,4,Delivered,0.146,428.6,62.58,366.02,144.94
O507191,2024-02-18,C100603,P1012,SKU2027,4,Marketplace,Standard,3,Delivered,0.198,7197.8,1425.16,5772.64,4048.8
O507192,2024-02-07,C100205,P1019,SKU2032,1,B2B,Standard,5,Delivered,0.086,3075.7,264.51,2811.19,1093.63
O507193,2024-03-26,C100504,P1005,SKU2105,4,Web,Standard,4,Cancelled,0.152,13345.44,2028.51,11316.93,3109.32
O507194,2024-02-07,C100386,P1015,SKU2089,2,Marketplace,Standard,5,Delivered,0.195,5850.68,1140.88,4709.8,4502.04
O507195,2025-03-26,C100275,P1007,SKU2081,1,Mobile,Standard,7,Delivered,0.242,3483.49,843.0,2640.49,329.35
O507196,2024-04-06,C100725,P1006,SKU2072,1,Mobile,Standard,4,Delivered,0.063,1660.75,104.63,1556.12,1134.51
O507197,2025-03-19,C100318,P1009,SKU2062,3,Web,Standard,3,Delivered,0.02,9225.54,184.51,9041.03,3915.0
O507198,2024-05-08,C100093,P1008,SKU2023,2,Web,Standard,4,Delivered,0.244,6905.12,1684.85,5220.27,2129.46
O507199,2025-12-11,C100326,P1012,SKU2036,3,Marketplace,Express,3,Returned,0.151,8568.24,1293.8,7274.44,2041.68
O507200,2025-06-14,C100413,P1005,SKU2115,5,Mobile,Standard,2,Delivered,0.004,13330.7,53.32,13277.38,6790.35
O507201,2024-09-30,C100101,P1009,SKU2110,5,Marketplace,Standard,2,Delivered,0.13,13830.2,1797.93,12032.27,2662.75
O507202,2024-11-09,C100594,P1015,SKU2087,4,Web,Standard,2,Delivered,0.234,11733.16,2745.56,8987.6,4278.4
O507203,2024-02-17,C100183,P1009,SKU2106,3,Web,Standard,3,Delivered,0.246,848.58,208.75,639.83,595.65
O507204,2024-02-10,C100073,P1016,SKU2096,1,Web,Standard,4,Delivered,0.081,3426.23,277.52,3148.71,1655.88
O507205,2025-01-27,C100430,P1002,SKU2047,3,Mobile,Standard,7,In-Transit,0.195,11287.77,2201.12,9086.65,6310.29
O507206,2024-01-17,C100128,P1003,SKU2085,1,Mobile,Express,4,Delivered,0.115,1735.12,199.54,1535.58,920.15
O507207,2025-04-11,C100625,P1021,SKU2090,1,Mobile,Standard,2,Cancelled,0.1,1180.67,118.07,1062.6,670.6
O507208,2024-10-06,C100054,P1011,SKU2016,2,Web,Express,5,Delivered,0.19,4961.52,942.69,4018.83,267.48
O507209,2024-04-12,C100335,P1015,SKU2109,4,Web,Standard,7,Delivered,0.067,10750.56,720.29,10030.27,3982.04
O507210,2025-01-26,C100041,P1018,SKU2059,4,Web,Standard,3,Returned,0.107,10467.2,1119.99,9347.21,6059.0
O507211,2025-02-08,C100306,P1003,SKU2037,4,Web,Standard,5,Delivered,0.062,9893.0,613.37,9279.63,5126.24
O507212,2025-06-29,C100746,P1024,SKU2056,2,B2B,Standard,5,Delivered,0.036,5000.14,180.01,4820.13,2862.92
O507213,2024-05-24,C100520,P1010,SKU2039,4,Web,Standard,3,Cancelled,0.095,5613.52,533.28,5080.24,3648.92
O507214,2025-02-04,C100428,P1022,SKU2039,5,Web,Standard,1,Delivered,0.24,7016.9,1684.06,5332.84,4561.15
O507215,2025-09-09,C100125,P1010,SKU2065,4,Marketplace,Express,4,Delivered,0.105,2723.2,285.94,2437.26,1363.04
O507216,2024-07-16,C100250,P1010,SKU2119,4,B2B,Standard,7,Delivered,0.171,18325.28,3133.62,15191.66,9668.8
O507217,2025-09-02,C100304,P1015,SKU2049,5,Mobile,Standard,2,Returned,0.071,12797.05,908.59,11888.46,6699.15
O507218,2025-06-12,C100462,P1004,SKU2025,4,Web,Standard,7,Delivered,0.216,7517.04,1623.68,5893.36,4592.52
O507219,2024-11-10,C100166,P1015,SKU2091,5,Mobile,Standard,2,Delivered,0.156,17305.95,2699.73,14606.22,8889.6
O507220,2025-10-07,C100799,P1024,SKU2035,2,Web,Standard,3,Delivered,0.238,7781.04,1851.89,5929.15,2146.94
O507221,2025-12-07,C100521,P1016,SKU2064,2,Web,Standard,3,Delivered,0.081,7366.88,596.72,6770.16,3348.32
O507222,2024-06-22,C100249,P1001,SKU2030,1,Marketplace,Standard,2,Delivered,0.135,942.1,127.18,814.92,712.34
O507223,2025-12-17,C100089,P1017,SKU2025,1,Marketplace,Standard,1,Cancelled,0.048,1879.26,90.2,1789.06,1148.13
O507224,2024-01-02,C100476,P1000,SKU2030,3,Web,Standard,2,Delivered,0.034,2826.3,96.09,2730.21,2137.02
O507225,2024-04-04,C100358,P1002,SKU2042,5,Marketplace,Standard,3,Delivered,0.146,16288.85,2378.17,13910.68,10342.95
O507226,2024-02-01,C100539,P1007,SKU2114,2,Mobile,Standard,2,In-Transit,0.201,4248.12,853.87,3394.25,1792.38
O507227,2024-09-25,C100476,P1007,SKU2080,4,Mobile,Standard,4,Delivered,0.05,11135.48,556.77,10578.71,1060.04
O507228,2025-11-15,C100512,P1000,SKU2083,1,Web,Express,3,Delivered,0.176,3191.47,561.7,2629.77,2371.36
O507229,2025-03-14,C100666,P1000,SKU2006,5,B2B,Standard,3,Delivered,0.168,19739.55,3316.24,16423.31,5570.8
O507230,2025-03-26,C100420,P1019,SKU2001,3,Web,Standard,2,Delivered,0.121,10939.23,1323.65,9615.58,2462.16
O507231,2024-03-03,C100579,P1011,SKU2041,3,Web,Standard,4,Delivered,0.192,8806.95,1690.93,7116.02,3188.55
O507232,2025-01-12,C100287,P1004,SKU2106,2,Web,Standard,5,Delivered,0.148,565.72,83.73,481.99,397.1
O507233,2024-10-06,C100754,P1010,SKU2001,5,Mobile,Express,4,In-Transit,0.237,18232.05,4321.0,13911.05,4103.6
O507234,2024-12-16,C100326,P1017,SKU2091,3,B2B,Standard,3,Delivered,0.191,10383.57,1983.26,8400.31,5333.76
O507235,2024-07-09,C100543,P1018,SKU2098,1,Web,Standard,1,Delivered,0.222,3726.83,827.36,2899.47,2377.14
O507236,2024-05-27,C100798,P1007,SKU2033,3,Web,Standard,5,Cancelled,0.09,3574.98,321.75,3253.23,2559.39
O507237,2025-11-26,C100279,P1004,SKU2014,3,B2B,Express,3,Delivered,0.203,10463.7,2124.13,8339.57,835.53
O507238,2025-02-12,C100081,P1023,SKU2018,4,Mobile,Standard,1,Delivered,0.248,13529.68,3355.36,10174.32,8032.4
O507239,2024-10-27,C100185,P1015,SKU2009,3,B2B,Standard,4,Delivered,0.041,6849.24,280.82,6568.42,2417.19
O507240,2024-02-23,C100195,P1024,SKU2101,2,Marketplace,Standard,2,Cancelled,0.128,3992.96,511.1,3481.86,768.7
O507241,2025-07-11,C100045,P1007,SKU2094,1,Marketplace,Standard,3,Returned,0.216,2320.11,501.14,1818.97,1651.64
O507242,2024-12-11,C100435,P1002,SKU2080,5,Mobile,Standard,4,Delivered,0.099,13919.35,1378.02,12541.33,1325.05
O507243,2024-10-09,C100222,P1009,SKU2010,1,Web,Standard,2,Delivered,0.127,4155.44,527.74,3627.7,2326.64
O507244,2025-05-02,C100077,P1008,SKU2114,2,Mobile,Standard,3,Delivered,0.187,4248.12,794.4,3453.72,1792.38
O507245,2024-04-06,C100109,P1017,SKU2082,1,Mobile,Standard,4,Delivered,0.206,2772.34,571.1,2201.24,2327.6
O507246,2025-01-24,C100218,P1017,SKU2099,2,Mobile,Standard,3,Delivered,0.05,5393.14,269.66,5123.48,3767.72
O507247,2025-09-22,C100295,P1001,SKU2045,1,Mobile,Standard,2,Delivered,0.098,3799.59,372.36,3427.23,1972.57
O507248,2024-12-05,C100779,P1014,SKU2023,2,Web,Standard,2,Delivered,0.099,6905.12,683.61,6221.51,2129.46
O507249,2024-01-01,C100562,P1008,SKU2098,5,Mobile,Standard,3,Delivered,0.038,18634.15,708.1,17926.05,11885.7
O507250,2024-06-17,C100571,P1015,SKU2006,2,Mobile,Express,7,Delivered,0.023,7895.82,181.6,7714.22,2228.32
O507251,2024-02-10,C100553,P1009,SKU2021,5,Marketplace,Standard,3,Delivered,0.186,11301.35,2102.05,9199.3,1449.05
O507252,2024-12-31,C100642,P1013,SKU2018,4,Web,Standard,7,Delivered,0.213,13529.68,2881.82,10647.86,8032.4
O507253,2024-09-23,C100254,P1017,SKU2010,5,Mobile,Standard,7,Delivered,0.238,20777.2,4944.97,15832.23,11633.2
O507254,2024-04-06,C100079,P1007,SKU2066,4,Mobile,Standard,5,Delivered,0.239,11675.88,2790.54,8885.34,9383.12
O507255,2025-05-17,C100406,P1004,SKU2027,5,Web,Standard,3,Delivered,0.249,8997.25,2240.32,6756.93,5061.0
O507256,2024-05-09,C100001,P1017,SKU2115,3,Mobile,Standard,4,Delivered,0.021,7998.42,167.97,7830.45,4074.21
O507257,2024-09-06,C100173,P1023,SKU2111,5,Mobile,Standard,4,Delivered,0.099,6208.45,614.64,5593.81,3458.25
O507258,2025-12-23,C100602,P1011,SKU2020,1,Marketplace,Standard,1,Delivered,0.021,4281.68,89.92,4191.76,2149.31
O507259,2024-02-18,C100402,P1024,SKU2099,5,Web,Standard,1,Delivered,0.169,13482.85,2278.6,11204.25,9419.3
O507260,2024-06-30,C100552,P1004,SKU2004,1,Marketplace,Standard,7,Delivered,0.243,3653.25,887.74,2765.51,2118.47
O507261,2024-08-20,C100408,P1020,SKU2034,1,Web,Standard,3,Delivered,0.009,2483.83,22.35,2461.48,1281.15
O507262,2025-01-06,C100434,P1024,SKU2079,4,Mobile,Standard,5,Delivered,0.132,15358.04,2027.26,13330.78,9239.12
O507263,2024-06-28,C100241,P1007,SKU2024,2,Mobile,Standard,2,Delivered,0.133,5243.44,697.38,4546.06,308.04
O507264,2025-12-10,C100174,P1003,SKU2009,1,Web,Standard,2,Delivered,0.041,2283.08,93.61,2189.47,805.73
O507265,2024-01-04,C100207,P1016,SKU2018,5,Web,Standard,1,Delivered,0.208,16912.1,3517.72,13394.38,10040.5
O507266,2025-11-24,C100638,P1021,SKU2079,3,Web,Standard,5,Delivered,0.099,11518.53,1140.33,10378.2,6929.34
O507267,2025-01-25,C100783,P1002,SKU2026,3,Mobile,Standard,2,In-Transit,0.105,3806.13,399.64,3406.49,2099.31
O507268,2024-01-28,C100065,P1016,SKU2029,2,Web,Standard,5,In-Transit,0.24,8047.5,1931.4,6116.1,4409.12
O507269,2024-03-26,C100429,P1021,SKU2024,4,B2B,Standard,5,Delivered,0.062,10486.88,650.19,9836.69,616.08
O507270,2024-03-16,C100376,P1000,SKU2105,2,Web,Standard,2,In-Transit,0.096,6672.72,640.58,6032.14,1554.66
O507271,2024-07-29,C100449,P1012,SKU2106,3,Marketplace,Standard,3,Cancelled,0.193,848.58,163.78,684.8,595.65
O507272,2024-08-31,C100186,P1001,SKU2096,1,B2B,Standard,3,Delivered,0.12,3426.23,411.15,3015.08,1655.88
O507273,2025-04-13,C100006,P1004,SKU2002,2,Web,Standard,5,Delivered,0.151,6390.8,965.01,5425.79,3892.3
O507274,2024-08-15,C100162,P1012,SKU2030,1,Marketplace,Standard,5,Delivered,0.119,942.1,112.11,829.99,712.34
O507275,2025-06-14,C100145,P1008,SKU2105,2,B2B,Standard,3,Delivered,0.071,6672.72,473.76,6198.96,1554.66
O507276,2024-08-02,C100041,P1002,SKU2066,2,Web,Standard,4,Delivered,0.041,5837.94,239.36,5598.58,4691.56
O507277,2024-07-11,C100285,P1020,SKU2004,4,Mobile,Standard,7,Delivered,0.213,14613.0,3112.57,11500.43,8473.88
O507278,2024-07-20,C100547,P1005,SKU2029,5,Marketplace,Standard,3,Delivered,0.069,20118.75,1388.19,18730.56,11022.8
O507279,2024-08-28,C100772,P1021,SKU2099,3,Marketplace,Standard,2,Delivered,0.249,8089.71,2014.34,6075.37,5651.58
O507280,2025-09-04,C100525,P1004,SKU2105,5,Marketplace,Standard,2,Delivered,0.003,16681.8,50.05,16631.75,3886.65
O507281,2024-06-29,C100140,P1012,SKU2051,2,Web,Standard,3,Delivered,0.22,4774.04,1050.29,3723.75,4109.32
O507282,2024-07-18,C100289,P1018,SKU2018,3,Web,Express,2,Delivered,0.237,10147.26,2404.9,7742.36,6024.3
O507283,2025-11-30,C100242,P1012,SKU2009,4,Mobile,Standard,5,Delivered,0.015,9132.32,136.98,8995.34,3222.92
O507284,2025-04-22,C100169,P1010,SKU2027,1,Web,Standard,3,Delivered,0.157,1799.45,282.51,1516.94,1012.2
O507285,2024-05-19,C100792,P1018,SKU2095,3,Mobile,Standard,5,Delivered,0.196,3966.96,777.52,3189.44,2641.77
O507286,2025-09-26,C100524,P1000,SKU2099,5,Mobile,Standard,7,In-Transit,0.154,13482.85,2076.36,11406.49,9419.3
O507287,2024-05-13,C100384,P1020,SKU2030,3,Mobile,Standard,3,Returned,0.22,2826.3,621.79,2204.51,2137.02
O507288,2024-04-28,C100349,P1017,SKU2117,5,Marketplace,Express,5,Delivered,0.033,6387.4,210.78,6176.62,4891.15
O507289,2024-11-21,C100254,P1019,SKU2105,4,Mobile,Express,4,Cancelled,0.237,13345.44,3162.87,10182.57,3109.32
O507290,2025-05-20,C100333,P1010,SKU2118,1,Mobile,Standard,2,Delivered,0.138,2876.03,396.89,2479.14,1489.42
O507291,2024-05-18,C100507,P1009,SKU2090,3,B2B,Standard,2,Delivered,0.086,3542.01,304.61,3237.4,2011.8
O507292,2025-07-04,C100742,P1014,SKU2068,2,Web,Standard,1,Delivered,0.131,1603.38,210.04,1393.34,1011.28
O507293,2024-04-24,C100397,P1016,SKU2117,5,Mobile,Standard,5,Delivered,0.085,6387.4,542.93,5844.47,4891.15
O507294,2025-07-25,C100147,P1023,SKU2082,2,Mobile,Standard,7,Returned,0.114,5544.68,632.09,4912.59,4655.2
O507295,2024-03-11,C100765,P1021,SKU2099,3,Mobile,Standard,3,Delivered,0.039,8089.71,315.5,7774.21,5651.58
O507296,2024-12-05,C100251,P1001,SKU2048,4,Marketplace,Standard,3,In-Transit,0.211,7941.2,1675.59,6265.61,1592.6
O507297,2025-04-12,C100066,P1003,SKU2028,5,B2B,Express,2,Delivered,0.097,14194.05,1376.82,12817.23,5457.5
O507298,2024-07-13,C100435,P1023,SKU2068,3,Mobile,Express,5,Delivered,0.117,2405.07,281.39,2123.68,1516.92
O507299,2025-03-23,C100632,P1009,SKU2049,5,Marketplace,Standard,1,Delivered,0.227,12797.05,2904.93,9892.12,6699.15
O507300,2025-05-18,C100206,P1014,SKU2042,1,Web,Standard,2,Delivered,0.227,3257.77,739.51,2518.26,2068.59
O507301,2025-04-20,C100223,P1001,SKU2083,5,Mobile,Express,7,Delivered,0.197,15957.35,3143.6,12813.75,11856.8
O507302,2024-10-17,C100231,P1002,SKU2073,2,Marketplace,Express,3,Delivered,0.008,4657.34,37.26,4620.08,865.82
O507303,2025-07-19,C100645,P1010,SKU2037,4,Mobile,Standard,3,Delivered,0.227,9893.0,2245.71,7647.29,5126.24
O507304,2025-06-18,C100765,P1017,SKU2028,3,Marketplace,Standard,3,Delivered,0.047,8516.43,400.27,8116.16,3274.5
O507305,2024-08-26,C100678,P1019,SKU2065,4,Marketplace,Standard,2,In-Transit,0.11,2723.2,299.55,2423.65,1363.04
O507306,2025-06-20,C100180,P1022,SKU2039,1,Web,Standard,4,Delivered,0.226,1403.38,317.16,1086.22,912.23
O507307,2025-11-02,C100679,P1004,SKU2028,3,Marketplace,Standard,7,Delivered,0.024,8516.43,204.39,8312.04,3274.5
O507308,2025-08-20,C100247,P1005,SKU2026,1,Mobile,Express,4,Delivered,0.033,1268.71,41.87,1226.84,699.77
O507309,2025-06-19,C100693,P1013,SKU2079,3,Mobile,Standard,3,Delivered,0.144,11518.53,1658.67,9859.86,6929.34
O507310,2025-07-14,C100793,P1013,SKU2049,3,B2B,Express,5,Delivered,0.117,7678.23,898.35,6779.88,4019.49
O507311,2025-08-11,C100574,P1000,SKU2041,2,Mobile,Standard,3,Delivered,0.097,5871.3,569.52,5301.78,2125.7
O507312,2024-07-30,C100764,P1011,SKU2013,3,Web,Express,5,Delivered,0.202,10302.96,2081.2,8221.76,5810.16
O507313,2025-06-11,C100113,P1022,SKU2006,2,Marketplace,Standard,5,In-Transit,0.224,7895.82,1768.66,6127.16,2228.32
O507314,2024-05-25,C100523,P1004,SKU2083,1,Web,Standard,5,Delivered,0.248,3191.47,791.48,2399.99,2371.36
O507315,2024-09-19,C100041,P1020,SKU2116,1,Marketplace,Express,4,Returned,0.031,2837.68,87.97,2749.71,1941.06
O507316,2025-11-14,C100521,P1011,SKU2038,2,B2B,Express,7,Delivered,0.169,2571.8,434.63,2137.17,843.82
O507317,2024-07-25,C100272,P1013,SKU2101,4,Marketplace,Standard,5,Delivered,0.218,7985.92,1740.93,6244.99,1537.4
O507318,2025-09-08,C100775,P1016,SKU2072,3,Mobile,Express,7,Delivered,0.06,4982.25,298.94,4683.31,3403.53
O507319,2024-11-04,C100396,P1017,SKU2036,1,B2B,Express,3,Delivered,0.12,2856.08,342.73,2513.35,680.56
O507320,2024-06-02,C100609,P1015,SKU2068,3,Mobile,Standard,2,Cancelled,0.002,2405.07,4.81,2400.26,1516.92
O507321,2024-03-11,C100242,P1002,SKU2015,3,Web,Standard,7,Delivered,0.034,8120.97,276.11,7844.86,4973.28
O507322,2025-02-04,C100059,P1007,SKU2040,2,Marketplace,Standard,2,Delivered,0.031,3436.98,106.55,3330.43,2872.38
O507323,2024-11-25,C100593,P1021,SKU2088,1,Marketplace,Standard,4,Delivered,0.177,1209.2,214.03,995.17,515.61
O507324,2025-01-08,C100177,P1001,SKU2102,2,Marketplace,Standard,4,In-Transit,0.156,4085.18,637.29,3447.89,1668.78
O507325,2024-02-01,C100577,P1017,SKU2026,1,Mobile,Standard,3,Cancelled,0.01,1268.71,12.69,1256.02,699.77
O507326,2024-07-14,C100371,P1013,SKU2109,2,Web,Express,3,Delivered,0.149,5375.28,800.92,4574.36,1991.02
