shipment_id,order_id,partner_id,pickup_date,delivery_date,promised_delivery_date,sla_breached,shipment_status
S706932,O507562,P1008,2025-04-29,2025-05-02,2025-05-04,False,Delivered
S706933,O507564,P1017,2025-04-27,2025-04-30,2025-04-28,True,Delivered
S706934,O507565,P1016,2025-04-24,2025-05-01,2025-04-25,True,Delivered-Returned
S706935,O507566,P1010,2024-05-20,2024-05-29,2024-05-23,True,Delivered
S706936,O507567,P1013,2025-07-03,2025-07-11,2025-07-06,True,Delivered
S706937,O507568,P1022,2024-11-05,2024-11-09,2024-11-08,True,Delivered
S706938,O507569,P1016,2024-02-15,2024-02-18,2024-02-18,False,Delivered
S706939,O507570,P1020,2024-10-13,2024-10-19,2024-10-14,True,Delivered
S706940,O507571,P1001,2025-07-18,2025-07-23,2025-07-20,True,Delivered
S706941,O507572,P1021,2025-05-25,2025-05-31,2025-05-26,True,Delivered
S706942,O507573,P1023,2024-07-15,2024-07-22,2024-07-18,True,Cancelled
S706943,O507575,P1023,2024-10-11,2024-10-17,2024-10-15,True,Delivered
S706944,O507576,P1014,2024-12-03,2024-12-09,2024-12-07,True,Delivered
S706945,O507577,P1006,2024-03-06,2024-03-08,2024-03-08,False,Delivered
S706946,O507578,P1015,2025-12-29,2026-01-02,2026-01-02,False,Delivered
S706947,O507579,P1015,2025-09-06,2025-09-11,2025-09-12,False,In-Transit
S706948,O507580,P1003,2024-05-22,2024-05-26,2024-05-27,False,Delivered
S706949,O507581,P1005,2025-02-14,2025-02-20,2025-02-15,True,Delivered
S706950,O507582,P1007,2025-07-25,2025-08-01,2025-07-29,True,Delivered
S706951,O507583,P1013,2025-01-03,2025-01-08,2025-01-05,True,Delivered
S706952,O507584,P1003,2024-06-04,2024-06-08,2024-06-05,True,Delivered
S706953,O507585,P1019,2025-12-10,2025-12-15,2025-12-16,False,Delivered
S706954,O507586,P1002,2024-07-16,2024-07-19,2024-07-17,True,Delivered
S706955,O507587,P1023,2024-09-02,2024-09-09,2024-09-06,True,Delivered
S706956,O507588,P1016,2024-09-29,2024-10-04,2024-10-02,True,Delivered
S706957,O507589,P1008,2025-10-15,2025-10-21,2025-10-18,True,Delivered
S706958,O507590,P1009,2024-12-31,2025-01-07,2025-01-04,True,Delivered
S706959,O507591,P1017,2025-06-11,2025-06-19,2025-06-15,True,In-Transit
S706960,O507592,P1002,2025-10-20,2025-10-23,2025-10-27,False,Cancelled
S706961,O507593,P1017,2025-11-10,2025-11-15,2025-11-14,True,Cancelled
S706962,O507594,P1013,2025-09-19,2025-09-24,2025-09-21,True,Delivered
S706963,O507595,P1005,2025-10-26,2025-10-29,2025-10-30,False,In-Transit
S706964,O507596,P1022,2025-11-26,2025-12-03,2025-11-27,True,Delivered
S706965,O507597,P1015,2025-12-26,2025-12-30,2025-12-27,True,Delivered
S706966,O507598,P1004,2025-04-16,2025-04-21,2025-04-22,False,Delivered
S706967,O507599,P1016,2024-04-08,2024-04-13,2024-04-09,True,Delivered
S706968,O507600,P1010,2024-03-25,2024-04-01,2024-03-25,True,Delivered
S706969,O507601,P1019,2025-08-06,2025-08-13,2025-08-08,True,Delivered
S706970,O507602,P1012,2024-08-20,2024-08-24,2024-08-26,False,Delivered
S706971,O507603,P1024,2025-08-12,2025-08-15,2025-08-16,False,Delivered
S706972,O507604,P1023,2025-11-16,2025-11-18,2025-11-16,True,Delivered
S706973,O507605,P1001,2025-04-18,2025-04-22,2025-04-20,True,Delivered
S706974,O507606,P1010,2025-07-14,2025-07-21,2025-07-14,True,In-Transit
S706975,O507607,P1005,2024-07-23,2024-07-29,2024-07-25,True,Delivered
S706976,O507608,P1011,2024-11-13,2024-11-19,2024-11-15,True,Cancelled
S706977,O507609,P1003,2025-12-08,2025-12-16,2025-12-09,True,Cancelled
S706978,O507610,P1013,2025-08-20,2025-08-23,2025-08-27,False,Delivered
S706979,O507611,P1003,2024-05-29,2024-06-05,2024-06-01,True,Delivered
S706980,O507612,P1015,2025-11-17,2025-11-23,2025-11-20,True,Delivered
S706981,O507613,P1011,2024-12-31,2025-01-05,2025-01-03,True,In-Transit
S706982,O507614,P1024,2025-09-08,2025-09-16,2025-09-09,True,In-Transit
S706983,O507615,P1021,2025-01-17,2025-01-22,2025-01-20,True,Delivered
S706984,O507616,P1015,2025-03-18,2025-03-29,2025-03-20,True,Delivered-Returned
S706985,O507618,P1017,2024-09-04,2024-09-10,2024-09-06,True,Delivered
S706986,O507619,P1016,2025-06-12,2025-06-15,2025-06-15,False,Delivered
S706987,O507620,P1003,2025-09-09,2025-09-12,2025-09-12,False,Delivered
S706988,O507621,P1009,2024-03-07,2024-03-13,2024-03-08,True,Delivered
S706989,O507622,P1024,2024-02-28,2024-03-04,2024-03-01,True,Delivered
S706990,O507623,P1007,2025-05-21,2025-05-26,2025-05-22,True,Delivered
S706991,O507625,P1020,2025-09-14,2025-09-20,2025-09-17,True,Delivered
S706992,O507626,P1023,2024-02-21,2024-02-26,2024-02-22,True,Delivered
S706993,O507627,P1016,2024-09-13,2024-09-16,2024-09-15,True,Delivered-Returned
S706994,O507628,P1015,2024-01-27,2024-02-02,2024-01-27,True,Delivered
S706995,O507629,P1008,2025-06-02,2025-06-05,2025-06-09,False,Delivered
S706996,O507630,P1008,2025-09-20,2025-09-24,2025-09-22,True,Delivered
S706997,O507631,P1022,2024-04-24,2024-04-25,2024-04-26,False,Delivered
S706998,O507632,P1021,2024-08-26,2024-09-03,2024-08-29,True,Delivered
S706999,O507633,P1012,2025-09-11,2025-09-18,2025-09-15,True,Delivered
S707000,O507634,P1007,2024-02-02,2024-02-05,2024-02-02,True,In-Transit
S707001,O507635,P1004,2025-11-26,2025-12-01,2025-11-29,True,Cancelled
S707002,O507636,P1000,2025-10-12,2025-10-18,2025-10-13,True,Cancelled
S707003,O507637,P1012,2024-04-23,2024-04-26,2024-04-24,True,Delivered
S707004,O507638,P1013,2024-04-13,2024-04-20,2024-04-16,True,Delivered
S707005,O507639,P1016,2025-05-21,2025-05-27,2025-05-24,True,Delivered
S707006,O507640,P1020,2024-01-10,2024-01-14,2024-01-13,True,Delivered
S707007,O507641,P1009,2025-01-04,2025-01-10,2025-01-07,True,Delivered
S707008,O507642,P1004,2024-02-19,2024-02-24,2024-02-23,True,Cancelled
S707009,O507643,P1021,2025-01-24,2025-01-26,2025-01-25,True,Delivered-Returned
S707010,O507644,P1019,2024-09-13,2024-09-15,2024-09-15,False,Cancelled
S707011,O507645,P1013,2025-06-01,2025-06-05,2025-06-03,True,In-Transit
S707012,O507646,P1000,2025-10-07,2025-10-15,2025-10-08,True,Delivered-Returned
S707013,O507647,P1011,2024-12-25,2024-12-31,2024-12-24,True,Delivered
S707014,O507648,P1015,2025-04-14,2025-04-17,2025-04-18,False,Delivered
S707015,O507649,P1021,2025-03-15,2025-03-20,2025-03-15,True,Delivered
S707016,O507650,P1012,2025-12-21,2025-12-26,2025-12-22,True,Delivered
S707017,O507651,P1011,2024-06-19,2024-06-29,2024-06-20,True,Cancelled
S707018,O507652,P1009,2024-06-24,2024-06-27,2024-06-28,False,Delivered
S707019,O507653,P1010,2024-10-05,2024-10-07,2024-10-05,True,Delivered
S707020,O507654,P1000,2025-06-24,2025-06-26,2025-06-25,True,Delivered
S707021,O507655,P1002,2025-09-26,2025-10-03,2025-09-28,True,Delivered
S707022,O507656,P1018,2024-07-23,2024-07-26,2024-07-24,True,Delivered
S707023,O507657,P1009,2024-03-22,2024-03-27,2024-03-22,True,Delivered
S707024,O507658,P1021,2025-03-21,2025-03-26,2025-03-21,True,Delivered
S707025,O507659,P1009,2025-03-12,2025-03-15,2025-03-19,False,Delivered
S707026,O507660,P1024,2024-10-02,2024-10-04,2024-10-01,True,Delivered
S707027,O507661,P1004,2024-05-14,2024-05-16,2024-05-18,False,Delivered
S707028,O507662,P1004,2025-09-14,2025-09-19,2025-09-14,True,Delivered-Returned
S707029,O507663,P1014,2025-09-12,2025-09-15,2025-09-15,False,Delivered
S707030,O507664,P1020,2025-06-30,2025-07-02,2025-07-04,False,In-Transit
S707031,O507665,P1003,2025-02-27,2025-03-04,2025-03-06,False,Delivered
S707032,O507666,P1012,2024-07-10,2024-07-19,2024-07-17,True,Cancelled
S707033,O507667,P1005,2024-10-23,2024-10-28,2024-10-28,False,Delivered
S707034,O507668,P1018,2024-02-21,2024-02-27,2024-02-21,True,Cancelled
S707035,O507669,P1014,2024-07-02,2024-07-07,2024-07-05,True,Delivered
S707036,O507672,P1007,2024-03-01,2024-03-07,2024-03-01,True,Delivered
S707037,O507673,P1015,2025-12-03,2025-12-12,2025-12-04,True,Delivered
S707038,O507674,P1008,2024-07-15,2024-07-21,2024-07-20,True,Delivered
S707039,O507675,P1017,2025-01-08,2025-01-15,2025-01-12,True,Delivered
S707040,O507676,P1003,2024-12-08,2024-12-12,2024-12-11,True,In-Transit
S707041,O507677,P1007,2024-12-09,2024-12-12,2024-12-12,False,Delivered
S707042,O507678,P1002,2025-09-11,2025-09-16,2025-09-14,True,Delivered
S707043,O507679,P1002,2025-06-30,2025-07-04,2025-07-01,True,Delivered
S707044,O507680,P1006,2025-09-26,2025-09-30,2025-10-03,False,Delivered
S707045,O507681,P1012,2024-10-04,2024-10-08,2024-10-07,True,Delivered
S707046,O507682,P1003,2024-07-12,2024-07-14,2024-07-16,False,Delivered
S707047,O507683,P1002,2024-11-08,2024-11-11,2024-11-15,False,Delivered
S707048,O507684,P1021,2025-02-14,2025-02-17,2025-02-17,False,Delivered
S707049,O507685,P1012,2024-09-04,2024-09-08,2024-09-06,True,In-Transit
S707050,O507686,P1017,2024-12-03,2024-12-05,2024-12-05,False,In-Transit
S707051,O507687,P1018,2024-04-21,2024-04-28,2024-04-22,True,Cancelled
S707052,O507688,P1002,2025-03-03,2025-03-11,2025-03-06,True,Delivered
S707053,O507689,P1015,2025-06-06,2025-06-08,2025-06-12,False,Delivered
S707054,O507690,P1021,2025-01-21,2025-01-24,2025-01-25,False,Delivered
S707055,O507692,P1021,2025-12-29,2026-01-02,2025-12-30,True,Delivered
S707056,O507693,P1023,2025-10-23,2025-10-28,2025-10-24,True,Delivered
S707057,O507695,P1002,2025-10-05,2025-10-12,2025-10-09,True,Cancelled
S707058,O507696,P1015,2024-08-31,2024-09-04,2024-09-04,False,Delivered
S707059,O507697,P1022,2024-11-28,2024-12-01,2024-12-01,False,Delivered
S707060,O507698,P1014,2024-10-28,2024-10-30,2024-10-29,True,Delivered
S707061,O507699,P1020,2024-07-28,2024-08-03,2024-07-30,True,Delivered
S707062,O507700,P1013,2025-10-04,2025-10-06,2025-10-06,False,In-Transit
S707063,O507701,P1010,2025-04-11,2025-04-15,2025-04-14,True,Delivered
S707064,O507702,P1023,2025-12-07,2025-12-12,2025-12-12,False,Delivered
S707065,O507703,P1003,2025-11-30,2025-12-05,2025-12-03,True,Delivered
S707066,O507704,P1011,2024-11-02,2024-11-04,2024-11-06,False,Delivered
S707067,O507705,P1003,2025-06-17,2025-06-22,2025-06-16,True,Delivered
S707068,O507706,P1016,2025-01-04,2025-01-05,2025-01-05,False,In-Transit
S707069,O507707,P1023,2024-12-27,2025-01-04,2025-01-03,True,Delivered
S707070,O507708,P1024,2025-06-25,2025-06-27,2025-06-28,False,Delivered
S707071,O507709,P1005,2025-05-18,2025-05-19,2025-05-23,False,Delivered
S707072,O507710,P1018,2025-10-29,2025-10-31,2025-10-31,False,Delivered
S707073,O507712,P1020,2025-03-31,2025-04-01,2025-04-02,False,Delivered
S707074,O507713,P1012,2025-11-04,2025-11-09,2025-11-07,True,Delivered
S707075,O507714,P1004,2024-03-16,2024-03-23,2024-03-22,True,Delivered
S707076,O507715,P1011,2025-07-11,2025-07-17,2025-07-14,True,Cancelled
S707077,O507716,P1019,2024-10-14,2024-10-16,2024-10-20,False,Delivered
S707078,O507717,P1015,2024-11-14,2024-11-18,2024-11-17,True,Delivered
S707079,O507718,P1009,2025-07-27,2025-07-31,2025-07-30,True,Delivered
S707080,O507719,P1005,2024-07-20,2024-07-27,2024-07-26,True,Delivered
S707081,O507720,P1016,2025-10-07,2025-10-09,2025-10-09,False,In-Transit
S707082,O507721,P1010,2025-01-02,2025-01-07,2025-01-01,True,Delivered
S707083,O507722,P1011,2024-09-12,2024-09-18,2024-09-14,True,Delivered
S707084,O507723,P1023,2024-08-29,2024-09-01,2024-08-31,True,Delivered
S707085,O507724,P1000,2024-11-04,2024-11-08,2024-11-08,False,Delivered
S707086,O507725,P1005,2025-11-22,2025-11-26,2025-11-21,True,Delivered
S707087,O507726,P1022,2024-03-18,2024-03-26,2024-03-19,True,Delivered
S707088,O507727,P1023,2025-01-07,2025-01-11,2025-01-10,True,Delivered
S707089,O507728,P1007,2025-09-02,2025-09-07,2025-09-06,True,Delivered
S707090,O507729,P1024,2024-12-13,2024-12-16,2024-12-14,True,Delivered
S707091,O507730,P1005,2025-02-19,2025-02-24,2025-02-19,True,Delivered
S707092,O507731,P1001,2024-09-11,2024-09-16,2024-09-12,True,Delivered-Returned
S707093,O507732,P1007,2024-04-11,2024-04-18,2024-04-11,True,In-Transit
S707094,O507733,P1013,2025-04-13,2025-04-20,2025-04-13,True,Delivered
S707095,O507734,P1000,2025-11-03,2025-11-05,2025-11-06,False,Delivered
S707096,O507735,P1004,2025-01-16,2025-01-18,2025-01-19,False,Delivered
S707097,O507736,P1019,2024-11-13,2024-11-18,2024-11-15,True,Delivered-Returned
S707098,O507737,P1015,2024-04-06,2024-04-11,2024-04-08,True,Delivered
S707099,O507739,P1024,2025-09-27,2025-10-01,2025-10-01,False,Delivered
S707100,O507740,P1005,2025-10-23,2025-10-25,2025-10-23,True,Delivered
S707101,O507741,P1022,2024-09-19,2024-09-23,2024-09-23,False,Delivered
S707102,O507743,P1023,2024-11-12,2024-11-17,2024-11-16,True,Delivered
S707103,O507744,P1019,2024-06-22,2024-06-28,2024-06-23,True,Delivered
S707104,O507745,P1005,2024-06-01,2024-06-05,2024-06-02,True,Delivered
S707105,O507746,P1005,2024-10-07,2024-10-11,2024-10-10,True,Delivered
S707106,O507747,P1013,2025-02-09,2025-02-16,2025-02-13,True,Delivered
S707107,O507748,P1012,2024-03-30,2024-04-04,2024-04-03,True,In-Transit
S707108,O507749,P1005,2025-05-29,2025-06-05,2025-05-30,True,Delivered
S707109,O507750,P1006,2024-12-01,2024-12-08,2024-12-05,True,Delivered
S707110,O507751,P1022,2025-10-08,2025-10-14,2025-10-07,True,Delivered
S707111,O507753,P1004,2024-02-08,2024-02-14,2024-02-10,True,Delivered
S707112,O507755,P1003,2025-12-12,2025-12-17,2025-12-17,False,Delivered
S707113,O507756,P1011,2024-08-25,2024-08-31,2024-08-26,True,In-Transit
S707114,O507757,P1000,2025-05-31,2025-06-06,2025-06-02,True,Delivered
S707115,O507758,P1016,2025-09-09,2025-09-18,2025-09-12,True,Delivered
S707116,O507759,P1004,2024-07-27,2024-08-03,2024-07-30,True,Delivered
S707117,O507760,P1005,2025-04-16,2025-04-24,2025-04-15,True,Delivered-Returned
S707118,O507761,P1004,2024-05-31,2024-06-06,2024-06-01,True,Delivered
S707119,O507762,P1004,2024-09-22,2024-09-23,2024-09-28,False,Delivered
S707120,O507763,P1001,2024-08-06,2024-08-12,2024-08-06,True,Delivered
S707121,O507764,P1013,2025-05-08,2025-05-18,2025-05-11,True,Delivered-Returned
S707122,O507765,P1021,2025-10-02,2025-10-08,2025-10-06,True,Delivered
S707123,O507766,P1007,2024-07-05,2024-07-11,2024-07-10,True,In-Transit
S707124,O507767,P1019,2024-08-03,2024-08-10,2024-08-04,True,Delivered
S707125,O507768,P1013,2025-08-25,2025-08-29,2025-08-28,True,Cancelled
S707126,O507769,P1006,2024-12-06,2024-12-09,2024-12-07,True,Delivered
S707127,O507770,P1001,2025-01-10,2025-01-12,2025-01-13,False,Delivered
S707128,O507771,P1019,2025-06-01,2025-06-06,2025-06-02,True,Delivered
S707129,O507772,P1000,2024-04-10,2024-04-13,2024-04-14,False,Delivered
S707130,O507773,P1010,2025-10-01,2025-10-03,2025-10-01,True,Delivered
S707131,O507774,P1000,2024-09-24,2024-09-28,2024-09-26,True,Delivered
S707132,O507775,P1019,2025-04-27,2025-05-07,2025-05-03,True,Delivered
S707133,O507776,P1024,2024-11-12,2024-11-14,2024-11-15,False,In-Transit
S707134,O507777,P1008,2025-07-05,2025-07-09,2025-07-07,True,Delivered
S707135,O507778,P1007,2025-03-24,2025-04-02,2025-03-24,True,Delivered
S707136,O507779,P1014,2024-05-06,2024-05-10,2024-05-13,False,Delivered
S707137,O507780,P1012,2024-05-17,2024-05-23,2024-05-22,True,In-Transit
S707138,O507781,P1009,2025-10-05,2025-10-09,2025-10-10,False,Delivered
S707139,O507782,P1009,2025-01-14,2025-01-17,2025-01-17,False,Delivered
S707140,O507783,P1004,2024-07-22,2024-07-28,2024-07-22,True,In-Transit
S707141,O507784,P1006,2024-04-16,2024-04-20,2024-04-19,True,Delivered
S707142,O507785,P1014,2024-04-04,2024-04-08,2024-04-07,True,Delivered
S707143,O507786,P1018,2025-11-05,2025-11-12,2025-11-08,True,Delivered
S707144,O507787,P1018,2025-12-16,2025-12-23,2025-12-15,True,Delivered
S707145,O507788,P1012,2024-10-15,2024-10-16,2024-10-18,False,Delivered
S707146,O507789,P1018,2024-05-29,2024-06-03,2024-05-29,True,Delivered
S707147,O507790,P1014,2024-11-04,2024-11-08,2024-11-05,True,Delivered-Returned
S707148,O507791,P1008,2024-04-09,2024-04-11,2024-04-16,False,Delivered
S707149,O507792,P1008,2025-02-05,2025-02-07,2025-02-10,False,Delivered-Returned
S707150,O507793,P1012,2025-04-02,2025-04-09,2025-04-05,True,Delivered
S707151,O507795,P1019,2024-08-21,2024-08-25,2024-08-24,True,Delivered
S707152,O507796,P1004,2024-05-24,2024-05-28,2024-05-27,True,Delivered
S707153,O507797,P1001,2024-04-07,2024-04-10,2024-04-08,True,Delivered
S707154,O507799,P1001,2025-03-17,2025-03-21,2025-03-19,True,Delivered-Returned
S707155,O507801,P1009,2025-07-08,2025-07-10,2025-07-10,False,Delivered
S707156,O507802,P1000,2024-12-03,2024-12-10,2024-12-05,True,Cancelled
S707157,O507803,P1005,2025-08-02,2025-08-09,2025-08-05,True,Delivered
S707158,O507804,P1013,2024-12-05,2024-12-07,2024-12-06,True,Delivered
S707159,O507805,P1009,2024-04-24,2024-04-29,2024-04-28,True,Delivered
S707160,O507806,P1022,2024-01-17,2024-01-26,2024-01-20,True,Delivered
S707161,O507807,P1002,2025-02-11,2025-02-14,2025-02-13,True,Delivered
S707162,O507808,P1017,2025-01-29,2025-02-01,2025-02-03,False,Delivered
S707163,O507809,P1014,2025-08-18,2025-08-24,2025-08-21,True,Delivered
S707164,O507810,P1016,2025-10-03,2025-10-05,2025-10-06,False,Delivered
S707165,O507811,P1016,2024-04-28,2024-05-05,2024-05-02,True,Delivered
S707166,O507812,P1001,2024-08-20,2024-08-23,2024-08-21,True,Delivered
S707167,O507813,P1019,2024-05-31,2024-06-01,2024-06-03,False,Delivered
S707168,O507814,P1008,2024-03-21,2024-03-28,2024-03-20,True,Delivered
S707169,O507815,P1016,2024-01-04,2024-01-06,2024-01-07,False,Delivered-Returned
S707170,O507817,P1009,2025-01-19,2025-01-24,2025-01-21,True,Delivered
S707171,O507818,P1017,2024-04-21,2024-04-23,2024-04-26,False,In-Transit
S707172,O507819,P1023,2024-05-23,2024-05-28,2024-05-24,True,Delivered
S707173,O507820,P1021,2024-03-27,2024-04-03,2024-04-03,False,Delivered
S707174,O507821,P1018,2025-06-14,2025-06-21,2025-06-16,True,Delivered
S707175,O507823,P1013,2025-12-06,2025-12-10,2025-12-08,True,Delivered
S707176,O507824,P1024,2024-03-23,2024-03-29,2024-03-25,True,Delivered
S707177,O507825,P1005,2024-06-01,2024-06-04,2024-06-04,False,Delivered
S707178,O507826,P1023,2024-12-01,2024-12-03,2024-12-01,True,Delivered
S707179,O507827,P1016,2025-04-20,2025-04-24,2025-04-22,True,Delivered
S707180,O507828,P1015,2024-04-05,2024-04-08,2024-04-12,False,Delivered
S707181,O507829,P1014,2024-06-04,2024-06-11,2024-06-05,True,Delivered-Returned
S707182,O507830,P1020,2024-11-04,2024-11-09,2024-11-11,False,Delivered
S707183,O507831,P1017,2024-01-14,2024-01-19,2024-01-18,True,In-Transit
S707184,O507832,P1002,2024-10-15,2024-10-21,2024-10-19,True,Delivered
S707185,O507833,P1019,2025-07-08,2025-07-16,2025-07-13,True,Cancelled
S707186,O507834,P1018,2025-01-21,2025-01-23,2025-01-20,True,Delivered
S707187,O507835,P1022,2024-11-14,2024-11-17,2024-11-20,False,Delivered
S707188,O507836,P1023,2024-12-22,2024-12-26,2024-12-27,False,Delivered
S707189,O507837,P1023,2025-11-24,2025-11-30,2025-11-28,True,Delivered-Returned
S707190,O507838,P1001,2025-01-16,2025-01-23,2025-01-18,True,Delivered
S707191,O507839,P1015,2025-01-26,2025-02-01,2025-01-29,True,Delivered
S707192,O507840,P1023,2025-11-12,2025-11-14,2025-11-15,False,In-Transit
S707193,O507841,P1024,2024-04-27,2024-04-30,2024-04-27,True,Delivered
S707194,O507842,P1013,2024-03-13,2024-03-18,2024-03-13,True,Delivered
S707195,O507843,P1022,2024-11-25,2024-12-01,2024-11-29,True,Delivered
S707196,O507844,P1022,2024-08-22,2024-08-24,2024-08-23,True,Delivered
S707197,O507845,P1000,2024-05-28,2024-05-30,2024-05-30,False,Delivered
S707198,O507846,P1022,2024-03-30,2024-04-05,2024-04-02,True,Delivered
S707199,O507847,P1015,2025-10-04,2025-10-07,2025-10-05,True,Delivered
S707200,O507848,P1014,2025-03-27,2025-03-30,2025-04-01,False,Delivered
S707201,O507849,P1004,2025-05-21,2025-05-24,2025-05-25,False,Delivered-Returned
S707202,O507850,P1022,2024-03-27,2024-03-30,2024-04-01,False,Delivered
S707203,O507851,P1007,2024-09-07,2024-09-10,2024-09-09,True,Delivered
S707204,O507852,P1010,2025-03-30,2025-04-07,2025-04-01,True,Delivered
S707205,O507853,P1007,2025-01-22,2025-01-26,2025-01-22,True,Delivered
S707206,O507854,P1024,2025-05-22,2025-05-24,2025-05-29,False,Delivered
S707207,O507855,P1012,2025-05-06,2025-05-10,2025-05-07,True,Cancelled
S707208,O507856,P1002,2024-10-31,2024-11-07,2024-11-02,True,Delivered
S707209,O507857,P1000,2025-07-27,2025-07-28,2025-07-27,True,Delivered
S707210,O507858,P1024,2024-07-09,2024-07-13,2024-07-10,True,Delivered
S707211,O507859,P1005,2024-02-29,2024-03-04,2024-03-04,False,Delivered
S707212,O507860,P1019,2025-10-29,2025-11-05,2025-11-01,True,Delivered
S707213,O507861,P1000,2024-01-19,2024-01-23,2024-01-20,True,Delivered
S707214,O507862,P1022,2024-07-26,2024-07-30,2024-07-29,True,Delivered
S707215,O507863,P1016,2024-03-24,2024-03-27,2024-03-31,False,Delivered-Returned
S707216,O507864,P1005,2024-06-20,2024-06-24,2024-06-22,True,Delivered
S707217,O507865,P1022,2024-10-16,2024-10-23,2024-10-18,True,Delivered
S707218,O507866,P1007,2024-04-04,2024-04-09,2024-04-11,False,Delivered
S707219,O507867,P1024,2024-12-09,2024-12-15,2024-12-11,True,Delivered
S707220,O507868,P1014,2025-11-08,2025-11-12,2025-11-15,False,Delivered
S707221,O507869,P1011,2024-04-11,2024-04-18,2024-04-11,True,Delivered-Returned
S707222,O507870,P1001,2025-11-10,2025-11-12,2025-11-11,True,Delivered
S707223,O507871,P1006,2024-10-27,2024-10-30,2024-10-30,False,Delivered
S707224,O507872,P1001,2025-03-10,2025-03-17,2025-03-11,True,Delivered
S707225,O507873,P1021,2024-11-19,2024-11-21,2024-11-22,False,Delivered
S707226,O507874,P1002,2024-08-20,2024-08-28,2024-08-23,True,Delivered
S707227,O507875,P1002,2024-03-21,2024-03-27,2024-03-22,True,Delivered
S707228,O507876,P1003,2025-03-11,2025-03-13,2025-03-12,True,Delivered
S707229,O507877,P1024,2025-11-03,2025-11-07,2025-11-08,False,Delivered
S707230,O507878,P1024,2025-01-16,2025-01-20,2025-01-19,True,Delivered
S707231,O507879,P1017,2025-03-14,2025-03-18,2025-03-17,True,Delivered
S707232,O507880,P1001,2025-04-16,2025-04-23,2025-04-20,True,Delivered
S707233,O507881,P1012,2024-10-11,2024-10-14,2024-10-13,True,Delivered
S707234,O507882,P1023,2024-03-31,2024-04-03,2024-04-02,True,Delivered
S707235,O507883,P1002,2025-01-06,2025-01-11,2025-01-10,True,Delivered
S707236,O507884,P1019,2025-09-29,2025-10-04,2025-10-04,False,Delivered
S707237,O507885,P1000,2024-08-19,2024-08-24,2024-08-19,True,Delivered
S707238,O507886,P1020,2025-09-29,2025-10-03,2025-10-01,True,Delivered
S707239,O507887,P1013,2025-09-17,2025-09-20,2025-09-17,True,Cancelled
S707240,O507888,P1022,2024-06-28,2024-07-04,2024-06-30,True,Delivered
S707241,O507889,P1010,2025-02-24,2025-02-26,2025-02-27,False,Delivered
S707242,O507890,P1019,2025-07-02,2025-07-05,2025-07-04,True,Delivered
S707243,O507891,P1021,2024-12-29,2025-01-02,2024-12-29,True,In-Transit
S707244,O507892,P1008,2025-05-26,2025-05-31,2025-05-30,True,Delivered
S707245,O507893,P1016,2025-10-27,2025-11-05,2025-11-03,True,Delivered-Returned
S707246,O507894,P1011,2025-04-04,2025-04-09,2025-04-05,True,Delivered
S707247,O507895,P1010,2025-09-04,2025-09-14,2025-09-06,True,Delivered
S707248,O507896,P1019,2025-08-09,2025-08-11,2025-08-10,True,Delivered
S707249,O507897,P1005,2025-08-19,2025-08-29,2025-08-24,True,Delivered
S707250,O507898,P1002,2025-09-17,2025-09-26,2025-09-19,True,In-Transit
S707251,O507899,P1012,2024-06-15,2024-06-20,2024-06-16,True,Delivered
S707252,O507900,P1020,2024-01-15,2024-01-19,2024-01-17,True,Delivered
S707253,O507901,P1004,2024-04-23,2024-04-28,2024-04-26,True,Delivered
S707254,O507902,P1008,2024-07-03,2024-07-07,2024-07-06,True,Delivered
S707255,O507903,P1016,2025-05-21,2025-05-27,2025-05-22,True,Delivered
S707256,O507904,P1011,2025-01-07,2025-01-08,2025-01-10,False,Delivered-Returned
S707257,O507905,P1015,2024-12-10,2024-12-14,2024-12-15,False,Delivered
S707258,O507906,P1013,2024-01-09,2024-01-15,2024-01-12,True,In-Transit
S707259,O507907,P1020,2025-05-15,2025-05-18,2025-05-15,True,Delivered
S707260,O507908,P1021,2024-09-25,2024-09-29,2024-09-26,True,Delivered
S707261,O507909,P1011,2025-07-10,2025-07-15,2025-07-11,True,Delivered
S707262,O507910,P1010,2024-03-25,2024-04-02,2024-03-26,True,Delivered
S707263,O507911,P1006,2024-08-03,2024-08-10,2024-08-10,False,In-Transit
S707264,O507912,P1011,2024-02-09,2024-02-16,2024-02-10,True,Delivered
S707265,O507913,P1020,2024-07-27,2024-07-30,2024-07-30,False,Delivered
S707266,O507914,P1012,2025-11-06,2025-11-13,2025-11-08,True,In-Transit
S707267,O507915,P1017,2024-12-24,2024-12-30,2024-12-26,True,Delivered
S707268,O507916,P1010,2024-11-19,2024-11-24,2024-11-19,True,Delivered
S707269,O507917,P1017,2024-07-20,2024-07-21,2024-07-21,False,Delivered
S707270,O507918,P1017,2024-07-13,2024-07-19,2024-07-15,True,Delivered
S707271,O507919,P1013,2025-05-03,2025-05-07,2025-05-05,True,Delivered
S707272,O507921,P1021,2025-07-01,2025-07-05,2025-07-06,False,Delivered
S707273,O507922,P1003,2025-06-23,2025-06-27,2025-06-26,True,Cancelled
S707274,O507923,P1005,2024-12-13,2024-12-21,2024-12-12,True,Delivered
S707275,O507924,P1023,2024-03-14,2024-03-15,2024-03-14,True,Delivered
S707276,O507925,P1010,2025-06-13,2025-06-18,2025-06-17,True,Delivered
