invoice_id,order_id,customer_id,partner_id,invoice_date,due_date,invoice_amount,invoice_status
INV903023,O505091,C100363,P1024,2024-07-02,2024-07-21,6536.4,Disputed
INV903024,O505092,C100799,P1007,2024-06-14,2024-07-21,9249.49,Open
INV903025,O505093,C100636,P1008,2024-04-20,2024-05-05,2536.35,Open
INV903026,O505094,C100505,P1000,2024-05-08,2024-06-16,8075.11,Paid
INV903027,O505095,C100112,P1018,2024-08-23,2024-09-15,14297.19,Open
INV903028,O505098,C100201,P1022,2024-11-04,2024-11-21,1122.03,Open
INV903029,O505099,C100558,P1015,2024-07-02,2024-08-04,4360.56,Open
INV903030,O505101,C100795,P1020,2026-01-05,2026-01-27,15749.32,Paid
INV903031,O505104,C100706,P1016,2025-08-16,2025-09-28,752.73,Open
INV903032,O505105,C100691,P1011,2025-09-03,2025-09-25,12363.99,Overdue
INV903033,O505106,C100084,P1003,2025-12-16,2025-12-31,17029.91,Open
INV903034,O505107,C100308,P1009,2024-04-29,2024-05-16,20113.68,Open
INV903035,O505111,C100408,P1003,2024-06-21,2024-07-25,8294.5,Open
INV903036,O505113,C100223,P1009,2024-11-11,2024-12-01,6158.85,Open
INV903037,O505117,C100230,P1010,2024-04-05,2024-04-29,19612.08,Open
INV903038,O505118,C100499,P1010,2025-01-30,2025-02-17,22733.09,Paid
INV903039,O505121,C100160,P1018,2024-07-19,2024-08-04,12904.73,Disputed
INV903040,O505123,C100662,P1005,2025-02-14,2025-03-07,20477.85,Paid
INV903041,O505124,C100330,P1002,2025-06-07,2025-07-22,9390.43,Paid
INV903042,O505129,C100359,P1002,2024-02-20,2024-04-02,2320.51,Paid
INV903043,O505130,C100605,P1001,2025-02-15,2025-03-16,5167.47,Open
INV903044,O505132,C100630,P1006,2025-06-18,2025-08-01,12742.92,Paid
INV903045,O505135,C100646,P1005,2024-08-17,2024-09-23,1727.22,Open
INV903046,O505136,C100677,P1013,2024-11-19,2024-12-17,17007.59,Open
INV903047,O505138,C100195,P1009,2024-06-06,2024-07-03,3432.73,Paid
INV903048,O505139,C100704,P1005,2025-11-11,2025-12-13,9994.65,Overdue
INV903049,O505140,C100358,P1001,2024-07-31,2024-08-19,1674.5,Paid
INV903050,O505141,C100233,P1008,2025-01-19,2025-02-27,5625.56,Paid
INV903051,O505144,C100225,P1022,2024-01-31,2024-03-12,7427.93,Paid
INV903052,O505145,C100260,P1010,2024-09-20,2024-10-25,14658.16,Open
INV903053,O505146,C100539,P1007,2024-10-16,2024-11-07,834.06,Overdue
INV903054,O505147,C100013,P1010,2024-07-23,2024-08-30,16980.31,Paid
INV903055,O505148,C100290,P1015,2024-07-05,2024-08-05,12421.34,Open
INV903056,O505149,C100135,P1009,2025-01-10,2025-02-07,7434.58,Paid
INV903057,O505150,C100518,P1018,2024-10-02,2024-10-21,13546.04,Overdue
INV903058,O505151,C100795,P1024,2024-08-05,2024-08-25,2134.25,Paid
INV903059,O505153,C100199,P1002,2024-09-09,2024-09-28,7416.3,Paid
INV903060,O505155,C100015,P1021,2024-12-05,2024-12-29,16991.22,Open
INV903061,O505158,C100401,P1015,2025-03-22,2025-05-06,3043.37,Paid
INV903062,O505159,C100326,P1023,2025-12-30,2026-01-18,20427.48,Open
INV903063,O505160,C100546,P1010,2025-03-26,2025-04-21,4305.12,Open
INV903064,O505161,C100438,P1007,2024-06-21,2024-07-10,9081.59,Paid
INV903065,O505162,C100751,P1021,2024-10-21,2024-12-04,8238.63,Open
INV903066,O505164,C100755,P1021,2024-12-22,2025-01-17,19370.41,Open
INV903067,O505165,C100632,P1013,2024-04-25,2024-05-14,9515.79,Open
INV903068,O505171,C100638,P1016,2024-05-16,2024-06-16,3700.73,Open
INV903069,O505174,C100488,P1017,2024-11-20,2024-12-19,2991.06,Disputed
INV903070,O505176,C100509,P1015,2024-09-26,2024-10-16,2708.91,Open
INV903071,O505178,C100265,P1002,2025-09-19,2025-10-11,7552.38,Open
INV903072,O505179,C100713,P1007,2025-11-17,2025-12-16,2352.39,Paid
INV903073,O505181,C100300,P1024,2024-11-03,2024-11-29,18875.6,Overdue
INV903074,O505182,C100735,P1004,2025-01-15,2025-02-27,2117.49,Open
INV903075,O505185,C100229,P1014,2024-11-02,2024-12-04,2115.89,Open
INV903076,O505187,C100412,P1021,2025-11-24,2026-01-08,9838.64,Open
INV903077,O505188,C100448,P1011,2025-09-02,2025-10-11,12961.07,Open
INV903078,O505189,C100545,P1014,2024-08-08,2024-09-08,14554.86,Overdue
INV903079,O505191,C100074,P1013,2024-10-28,2024-11-21,6182.4,Open
INV903080,O505195,C100575,P1016,2024-09-10,2024-10-18,2761.52,Open
INV903081,O505196,C100783,P1024,2024-12-05,2025-01-08,14942.65,Open
INV903082,O505197,C100077,P1009,2024-09-27,2024-10-16,3898.05,Open
INV903083,O505201,C100594,P1020,2025-02-19,2025-03-13,2022.33,Paid
INV903084,O505202,C100637,P1007,2024-01-14,2024-02-07,1360.45,Overdue
INV903085,O505203,C100250,P1001,2025-05-19,2025-06-21,2847.9,Open
INV903086,O505204,C100233,P1017,2025-10-21,2025-11-09,4291.65,Overdue
INV903087,O505205,C100417,P1016,2025-04-24,2025-05-22,4484.4,Overdue
INV903088,O505207,C100688,P1003,2025-09-02,2025-10-14,11381.96,Paid
INV903089,O505208,C100473,P1022,2025-12-13,2025-12-28,4253.18,Open
INV903090,O505209,C100774,P1010,2025-10-01,2025-10-24,1409.71,Open
INV903091,O505210,C100191,P1018,2024-06-19,2024-07-06,15146.95,Paid
INV903092,O505211,C100224,P1021,2025-02-24,2025-04-06,13668.22,Paid
INV903093,O505213,C100520,P1002,2024-08-08,2024-09-03,3189.35,Overdue
INV903094,O505214,C100026,P1022,2025-05-08,2025-05-25,6884.48,Paid
INV903095,O505215,C100688,P1016,2024-01-23,2024-03-03,12661.03,Paid
INV903096,O505216,C100617,P1022,2025-10-07,2025-10-28,6097.06,Overdue
INV903097,O505217,C100790,P1015,2025-03-30,2025-05-08,11723.28,Paid
INV903098,O505218,C100766,P1022,2025-07-07,2025-08-01,5170.07,Paid
INV903099,O505221,C100402,P1004,2024-11-29,2025-01-08,3201.04,Overdue
INV903100,O505222,C100588,P1004,2025-09-20,2025-10-27,3463.9,Paid
INV903101,O505223,C100698,P1019,2024-05-08,2024-06-19,2977.6,Paid
INV903102,O505224,C100466,P1006,2025-08-24,2025-10-08,9218.79,Disputed
INV903103,O505225,C100002,P1011,2024-08-07,2024-08-28,14474.89,Open
INV903104,O505226,C100691,P1019,2025-03-03,2025-04-13,12402.41,Paid
INV903105,O505227,C100349,P1010,2025-01-07,2025-01-25,2362.67,Open
INV903106,O505228,C100366,P1001,2025-05-24,2025-06-08,1350.91,Open
INV903107,O505230,C100729,P1002,2024-09-19,2024-10-22,6594.8,Open
INV903108,O505231,C100421,P1009,2024-05-12,2024-05-29,9875.48,Paid
INV903109,O505234,C100506,P1016,2025-07-09,2025-08-15,3457.44,Overdue
INV903110,O505235,C100052,P1002,2025-07-12,2025-07-31,14687.14,Open
INV903111,O505236,C100426,P1018,2024-09-08,2024-10-15,6904.92,Open
INV903112,O505237,C100628,P1010,2025-11-20,2025-12-07,1342.31,Open
INV903113,O505238,C100707,P1007,2024-03-07,2024-04-17,9816.56,Paid
INV903114,O505240,C100418,P1003,2024-01-21,2024-03-01,13797.88,Paid
INV903115,O505241,C100659,P1012,2025-11-11,2025-12-10,6379.9,Paid
INV903116,O505244,C100147,P1023,2025-08-20,2025-09-14,1668.97,Overdue
INV903117,O505245,C100034,P1009,2025-07-17,2025-08-28,3156.41,Open
INV903118,O505246,C100552,P1001,2025-11-27,2025-12-17,17497.45,Open
INV903119,O505247,C100771,P1011,2024-02-16,2024-03-20,3945.24,Open
INV903120,O505248,C100480,P1024,2024-10-28,2024-11-28,13936.54,Paid
INV903121,O505252,C100418,P1002,2025-02-15,2025-03-29,15196.79,Open
INV903122,O505253,C100216,P1013,2024-08-14,2024-09-23,14467.11,Paid
INV903123,O505257,C100789,P1001,2025-02-13,2025-03-23,6479.52,Open
INV903124,O505259,C100232,P1023,2025-02-10,2025-03-03,3808.24,Open
INV903125,O505260,C100132,P1012,2025-03-12,2025-04-20,2497.94,Overdue
INV903126,O505261,C100758,P1007,2024-02-03,2024-02-24,6512.01,Open
INV903127,O505262,C100625,P1003,2025-04-26,2025-05-22,2250.8,Open
INV903128,O505263,C100264,P1008,2024-11-24,2024-12-20,4187.91,Open
INV903129,O505266,C100381,P1004,2025-07-29,2025-09-05,3438.1,Open
INV903130,O505267,C100305,P1002,2025-11-03,2025-12-08,16724.42,Paid
INV903131,O505269,C100068,P1019,2025-12-23,2026-01-23,2614.98,Open
INV903132,O505271,C100748,P1006,2024-08-17,2024-09-23,8601.73,Paid
INV903133,O505272,C100165,P1007,2025-11-18,2025-12-07,5667.08,Paid
INV903134,O505273,C100131,P1007,2024-05-18,2024-06-12,3935.31,Open
INV903135,O505275,C100755,P1004,2024-06-12,2024-07-16,8586.33,Paid
INV903136,O505276,C100654,P1005,2024-09-08,2024-10-14,10635.65,Open
INV903137,O505277,C100082,P1024,2024-12-23,2025-02-04,10209.3,Paid
INV903138,O505278,C100671,P1008,2024-09-25,2024-11-06,1761.45,Paid
INV903139,O505280,C100008,P1005,2025-12-22,2026-01-21,10503.99,Paid
INV903140,O505282,C100214,P1017,2025-01-23,2025-02-26,11227.13,Paid
INV903141,O505283,C100526,P1021,2024-02-14,2024-03-24,3379.21,Open
INV903142,O505284,C100059,P1012,2024-06-23,2024-07-11,3231.38,Paid
INV903143,O505285,C100151,P1022,2024-02-03,2024-02-23,19006.21,Paid
INV903144,O505286,C100704,P1009,2025-09-24,2025-11-07,8869.45,Paid
INV903145,O505293,C100039,P1007,2025-02-25,2025-04-09,18412.04,Overdue
INV903146,O505294,C100083,P1008,2025-02-17,2025-03-14,17147.13,Open
INV903147,O505295,C100423,P1017,2024-08-27,2024-09-27,16571.04,Open
INV903148,O505302,C100114,P1012,2024-03-02,2024-03-30,17341.02,Paid
INV903149,O505308,C100574,P1012,2025-07-16,2025-08-20,8725.57,Overdue
INV903150,O505309,C100096,P1017,2024-07-27,2024-08-19,8246.85,Paid
INV903151,O505310,C100647,P1016,2024-02-10,2024-03-07,3620.42,Paid
INV903152,O505313,C100064,P1003,2024-03-14,2024-04-08,5477.71,Disputed
INV903153,O505314,C100477,P1008,2025-12-22,2026-01-29,6147.51,Disputed
INV903154,O505316,C100298,P1018,2025-04-29,2025-06-06,11953.07,Open
INV903155,O505318,C100375,P1020,2024-03-16,2024-04-16,3152.05,Open
INV903156,O505319,C100796,P1005,2024-02-23,2024-03-29,1139.46,Open
INV903157,O505320,C100002,P1000,2024-09-26,2024-10-24,3033.15,Paid
INV903158,O505323,C100439,P1022,2024-09-04,2024-10-18,3287.94,Disputed
INV903159,O505327,C100775,P1004,2024-11-29,2024-12-16,18756.77,Paid
INV903160,O505328,C100123,P1007,2024-03-05,2024-03-30,13996.88,Open
INV903161,O505331,C100636,P1004,2026-01-04,2026-02-13,8970.21,Open
INV903162,O505332,C100007,P1004,2024-12-28,2025-02-02,12585.19,Paid
INV903163,O505334,C100118,P1007,2025-01-04,2025-01-20,6941.57,Paid
INV903164,O505337,C100045,P1023,2024-11-06,2024-12-19,6282.96,Paid
INV903165,O505339,C100574,P1020,2025-04-27,2025-06-01,3173.22,Overdue
INV903166,O505340,C100716,P1021,2024-08-19,2024-09-30,3592.82,Open
INV903167,O505342,C100476,P1020,2025-01-06,2025-02-19,9277.97,Open
INV903168,O505343,C100093,P1000,2024-09-25,2024-10-19,1498.98,Overdue
INV903169,O505348,C100470,P1010,2025-10-10,2025-11-09,1370.9,Paid
INV903170,O505349,C100119,P1019,2024-09-02,2024-10-05,16068.6,Paid
INV903171,O505350,C100439,P1016,2025-04-20,2025-05-08,4729.03,Open
INV903172,O505351,C100552,P1001,2025-06-08,2025-06-28,4206.09,Paid
INV903173,O505352,C100399,P1008,2025-09-06,2025-09-25,16271.76,Paid
INV903174,O505353,C100574,P1017,2025-04-08,2025-05-08,1201.94,Open
INV903175,O505356,C100178,P1022,2025-11-20,2025-12-22,4300.59,Overdue
INV903176,O505357,C100206,P1023,2024-02-06,2024-03-07,800.75,Paid
INV903177,O505358,C100647,P1022,2025-07-03,2025-07-25,10487.07,Paid
INV903178,O505360,C100572,P1008,2025-10-20,2025-11-27,1949.26,Paid
INV903179,O505362,C100420,P1019,2024-07-03,2024-07-24,2040.82,Paid
INV903180,O505363,C100485,P1010,2024-05-23,2024-06-25,2027.23,Overdue
INV903181,O505365,C100595,P1017,2024-01-06,2024-02-20,8625.53,Open
INV903182,O505368,C100737,P1021,2025-12-12,2026-01-25,6696.66,Paid
INV903183,O505369,C100023,P1014,2025-01-22,2025-02-23,9182.58,Open
INV903184,O505372,C100329,P1020,2025-02-10,2025-03-24,9823.13,Open
INV903185,O505373,C100251,P1000,2024-10-16,2024-11-24,7553.66,Open
INV903186,O505374,C100042,P1012,2025-03-12,2025-04-19,13994.85,Open
INV903187,O505375,C100670,P1015,2024-01-07,2024-02-08,1260.2,Open
INV903188,O505378,C100465,P1013,2024-09-11,2024-10-13,3832.66,Open
INV903189,O505379,C100440,P1001,2024-02-19,2024-03-25,10737.64,Paid
INV903190,O505380,C100137,P1008,2024-04-10,2024-04-30,781.43,Open
INV903191,O505381,C100438,P1009,2025-10-04,2025-10-21,5313.41,Open
INV903192,O505382,C100649,P1005,2024-08-28,2024-09-29,4223.55,Open
INV903193,O505383,C100261,P1023,2024-01-27,2024-03-09,7412.82,Open
INV903194,O505384,C100580,P1009,2025-06-26,2025-07-20,21316.57,Paid
INV903195,O505385,C100776,P1012,2025-01-25,2025-03-11,414.93,Open
INV903196,O505388,C100237,P1014,2024-08-18,2024-09-17,23773.35,Open
INV903197,O505389,C100109,P1008,2025-03-02,2025-04-12,10520.37,Overdue
INV903198,O505393,C100411,P1002,2025-05-15,2025-06-08,2488.96,Open
INV903199,O505394,C100798,P1019,2025-07-03,2025-08-01,3230.63,Paid
INV903200,O505395,C100211,P1016,2024-03-30,2024-04-21,10849.37,Open
INV903201,O505396,C100703,P1007,2024-05-02,2024-05-29,17134.79,Overdue
INV903202,O505397,C100243,P1014,2025-05-13,2025-06-22,13675.78,Overdue
INV903203,O505398,C100491,P1007,2024-04-05,2024-04-28,4039.15,Paid
INV903204,O505402,C100471,P1001,2025-05-12,2025-06-17,916.41,Paid
INV903205,O505408,C100009,P1006,2024-06-09,2024-07-08,2005.11,Paid
INV903206,O505409,C100725,P1002,2025-02-01,2025-02-16,11992.95,Open
INV903207,O505410,C100037,P1022,2025-12-28,2026-01-22,8575.21,Disputed
INV903208,O505412,C100212,P1005,2025-05-23,2025-06-26,3443.59,Open
INV903209,O505417,C100122,P1004,2024-12-08,2025-01-12,4713.14,Open
INV903210,O505419,C100168,P1002,2024-05-12,2024-06-12,8139.25,Open
INV903211,O505422,C100204,P1000,2025-12-24,2026-02-07,2326.25,Paid
INV903212,O505425,C100066,P1016,2025-11-20,2025-12-27,6634.38,Overdue
INV903213,O505426,C100257,P1018,2024-05-01,2024-05-21,3291.99,Disputed
INV903214,O505427,C100699,P1020,2024-02-24,2024-04-02,5579.65,Paid
INV903215,O505430,C100319,P1006,2025-10-20,2025-11-19,15277.55,Paid
INV903216,O505431,C100620,P1015,2024-11-25,2024-12-12,2775.48,Open
INV903217,O505432,C100568,P1020,2025-09-27,2025-11-05,13170.16,Overdue
INV903218,O505433,C100633,P1019,2024-07-07,2024-07-25,10518.7,Paid
INV903219,O505434,C100446,P1018,2024-04-16,2024-05-16,6710.21,Open
INV903220,O505436,C100773,P1009,2025-07-11,2025-08-11,8106.09,Open
INV903221,O505437,C100757,P1001,2025-11-05,2025-12-07,6565.1,Paid
INV903222,O505438,C100428,P1007,2024-08-21,2024-09-12,23521.84,Open
INV903223,O505439,C100160,P1003,2024-10-29,2024-12-10,2320.17,Open
INV903224,O505440,C100327,P1023,2025-03-03,2025-04-07,4694.16,Paid
INV903225,O505441,C100403,P1002,2024-11-24,2025-01-01,11906.03,Paid
INV903226,O505442,C100541,P1009,2024-07-02,2024-07-18,5553.09,Paid
INV903227,O505444,C100036,P1023,2025-03-23,2025-04-08,2941.13,Paid
INV903228,O505445,C100657,P1009,2024-02-07,2024-03-09,303.07,Open
INV903229,O505451,C100618,P1009,2024-03-23,2024-04-08,3828.32,Paid
INV903230,O505452,C100274,P1009,2024-09-15,2024-10-21,7776.09,Open
INV903231,O505453,C100249,P1016,2025-02-13,2025-03-05,11955.49,Disputed
INV903232,O505455,C100192,P1001,2024-03-20,2024-04-23,4031.8,Open
INV903233,O505458,C100048,P1003,2024-11-10,2024-12-09,4525.1,Open
INV903234,O505459,C100570,P1002,2024-12-17,2025-01-26,10139.08,Paid
INV903235,O505460,C100629,P1008,2025-08-17,2025-09-09,8861.33,Paid
INV903236,O505462,C100320,P1002,2025-11-17,2025-12-19,4099.29,Paid
INV903237,O505463,C100322,P1007,2024-04-16,2024-05-07,6653.56,Overdue
INV903238,O505464,C100017,P1020,2024-02-14,2024-03-11,11000.68,Open
INV903239,O505466,C100366,P1005,2024-09-20,2024-10-30,7609.59,Disputed
INV903240,O505468,C100297,P1011,2024-03-12,2024-04-01,8899.83,Overdue
INV903241,O505469,C100635,P1018,2024-06-26,2024-07-27,9313.57,Overdue
INV903242,O505472,C100278,P1007,2024-01-15,2024-02-10,13305.01,Overdue
INV903243,O505474,C100205,P1013,2024-06-01,2024-07-15,9644.13,Open
INV903244,O505476,C100532,P1024,2024-08-28,2024-09-29,3023.04,Paid
INV903245,O505477,C100596,P1020,2024-11-02,2024-12-11,3472.0,Overdue
INV903246,O505482,C100559,P1022,2025-06-19,2025-07-25,8683.45,Open
INV903247,O505485,C100414,P1018,2024-03-20,2024-05-04,9064.84,Paid
INV903248,O505487,C100247,P1018,2024-11-21,2024-12-27,3769.03,Paid
INV903249,O505489,C100007,P1003,2025-02-24,2025-03-23,6200.54,Overdue
INV903250,O505490,C100166,P1002,2024-07-20,2024-09-03,17416.43,Paid
INV903251,O505491,C100184,P1019,2024-04-14,2024-05-01,2470.46,Open
INV903252,O505492,C100169,P1021,2025-12-14,2026-01-02,9820.1,Overdue
INV903253,O505495,C100089,P1012,2024-08-14,2024-09-22,2532.96,Open
INV903254,O505496,C100067,P1008,2025-10-31,2025-12-14,10376.87,Overdue
INV903255,O505498,C100747,P1022,2025-12-22,2026-01-19,7181.84,Paid
INV903256,O505499,C100655,P1020,2024-12-03,2024-12-29,15315.75,Open
INV903257,O505500,C100606,P1003,2025-10-01,2025-10-23,2068.94,Disputed
INV903258,O505501,C100254,P1011,2025-04-28,2025-05-28,3247.61,Open
INV903259,O505502,C100563,P1023,2024-02-06,2024-03-06,7147.15,Open
INV903260,O505503,C100065,P1005,2025-01-07,2025-02-03,1628.51,Open
INV903261,O505504,C100137,P1021,2024-11-10,2024-12-23,3987.69,Open
INV903262,O505506,C100146,P1013,2025-02-06,2025-03-17,2380.43,Open
INV903263,O505508,C100034,P1022,2025-05-31,2025-06-25,1777.78,Paid
INV903264,O505509,C100650,P1013,2025-08-29,2025-09-29,2864.7,Open
INV903265,O505510,C100572,P1014,2024-03-15,2024-04-17,2241.28,Open
INV903266,O505511,C100507,P1011,2024-12-24,2025-02-03,5002.2,Open
INV903267,O505513,C100694,P1019,2024-02-18,2024-03-15,9334.32,Paid
INV903268,O505515,C100795,P1006,2024-07-08,2024-08-12,11779.27,Open
INV903269,O505518,C100157,P1017,2024-11-22,2025-01-03,5681.95,Open
INV903270,O505519,C100555,P1011,2025-07-06,2025-07-31,6138.91,Open
INV903271,O505520,C100646,P1019,2025-03-08,2025-04-14,20812.93,Paid
INV903272,O505521,C100373,P1001,2025-10-09,2025-11-14,8303.71,Open
INV903273,O505527,C100274,P1012,2024-11-11,2024-12-11,12872.01,Open
INV903274,O505528,C100194,P1001,2025-01-15,2025-02-12,5816.1,Overdue
INV903275,O505532,C100403,P1017,2024-08-29,2024-10-02,2156.9,Open
INV903276,O505536,C100148,P1001,2025-10-02,2025-10-31,3683.5,Open
INV903277,O505537,C100462,P1007,2025-10-16,2025-10-31,11680.83,Paid
INV903278,O505539,C100591,P1001,2024-10-05,2024-11-11,4717.98,Disputed
INV903279,O505540,C100643,P1008,2024-07-11,2024-07-31,3685.02,Paid
INV903280,O505542,C100083,P1021,2025-06-27,2025-07-26,10965.37,Paid
INV903281,O505543,C100002,P1014,2024-09-02,2024-10-08,6495.76,Paid
INV903282,O505544,C100182,P1016,2025-10-16,2025-11-22,3971.66,Overdue
INV903283,O505545,C100225,P1017,2025-09-30,2025-10-15,16951.2,Open
INV903284,O505546,C100058,P1005,2024-04-10,2024-05-02,3717.22,Open
INV903285,O505548,C100293,P1009,2024-04-12,2024-05-04,3102.34,Open
INV903286,O505550,C100167,P1008,2024-12-18,2025-01-06,12639.69,Open
INV903287,O505555,C100349,P1023,2025-09-01,2025-09-22,3284.79,Open
INV903288,O505556,C100767,P1001,2025-09-23,2025-11-02,12203.97,Paid
INV903289,O505558,C100585,P1008,2024-11-06,2024-12-13,3385.39,Overdue
INV903290,O505559,C100099,P1001,2024-10-10,2024-11-12,5784.17,Paid
INV903291,O505560,C100372,P1022,2025-12-25,2026-01-11,10169.23,Paid
INV903292,O505561,C100497,P1008,2025-07-11,2025-08-06,1924.63,Paid
INV903293,O505562,C100467,P1019,2025-11-06,2025-12-10,5405.27,Open
INV903294,O505564,C100380,P1013,2025-11-12,2025-12-12,5384.52,Disputed
INV903295,O505565,C100297,P1003,2025-06-17,2025-07-19,4828.56,Paid
INV903296,O505566,C100755,P1005,2025-07-04,2025-07-21,8929.51,Paid
INV903297,O505567,C100269,P1010,2024-05-09,2024-06-03,8128.94,Paid
INV903298,O505568,C100456,P1021,2025-02-28,2025-03-17,3663.33,Open
INV903299,O505569,C100022,P1007,2025-06-21,2025-07-14,7926.41,Paid
INV903300,O505571,C100045,P1002,2025-12-04,2026-01-02,3141.28,Paid
INV903301,O505574,C100057,P1011,2025-12-19,2026-01-05,15965.5,Paid
INV903302,O505577,C100004,P1001,2024-10-04,2024-10-26,4467.89,Open
INV903303,O505578,C100012,P1017,2025-11-30,2026-01-08,11210.77,Overdue
INV903304,O505580,C100468,P1019,2025-07-30,2025-08-17,2106.36,Paid
INV903305,O505582,C100763,P1008,2024-05-19,2024-06-23,4017.7,Open
INV903306,O505584,C100508,P1019,2025-03-20,2025-04-21,6665.65,Open
INV903307,O505585,C100542,P1023,2025-02-13,2025-03-14,13274.24,Paid
INV903308,O505586,C100161,P1022,2025-09-25,2025-11-06,5937.38,Open
INV903309,O505587,C100287,P1010,2024-08-15,2024-09-02,4691.7,Paid
INV903310,O505588,C100102,P1003,2025-01-08,2025-01-26,10432.48,Paid
INV903311,O505589,C100423,P1005,2025-03-29,2025-04-25,6942.72,Open
INV903312,O505592,C100553,P1006,2025-04-10,2025-05-11,2748.95,Open
INV903313,O505593,C100155,P1009,2024-12-02,2024-12-18,3140.44,Paid
INV903314,O505594,C100433,P1021,2025-02-08,2025-03-12,17645.05,Paid
INV903315,O505595,C100795,P1004,2025-09-24,2025-10-25,7661.26,Paid
INV903316,O505596,C100070,P1016,2024-10-22,2024-11-20,5910.16,Paid
INV903317,O505597,C100163,P1013,2025-05-11,2025-05-26,2962.42,Overdue
INV903318,O505599,C100008,P1012,2025-07-16,2025-08-28,18412.34,Open
INV903319,O505601,C100755,P1021,2025-03-09,2025-04-12,3761.56,Open
INV903320,O505602,C100015,P1024,2024-07-30,2024-08-21,2216.11,Open
INV903321,O505604,C100263,P1017,2025-04-17,2025-05-19,9107.96,Overdue
INV903322,O505605,C100318,P1021,2024-07-01,2024-07-17,1774.76,Overdue
INV903323,O505607,C100220,P1018,2024-07-11,2024-08-19,12572.35,Overdue
INV903324,O505608,C100608,P1007,2025-09-11,2025-10-21,17606.55,Overdue
INV903325,O505610,C100103,P1005,2025-06-29,2025-08-06,6910.8,Open
INV903326,O505612,C100661,P1011,2024-02-23,2024-03-25,6636.82,Open
INV903327,O505613,C100314,P1024,2025-03-30,2025-05-11,2343.14,Open
INV903328,O505614,C100027,P1013,2025-07-13,2025-08-10,6979.35,Open
INV903329,O505616,C100501,P1020,2025-01-30,2025-03-14,1367.29,Paid
INV903330,O505617,C100366,P1021,2024-09-05,2024-10-01,2844.95,Paid
INV903331,O505618,C100070,P1004,2024-05-04,2024-06-17,7997.44,Paid
INV903332,O505623,C100253,P1006,2026-01-06,2026-01-22,13861.52,Open
INV903333,O505626,C100359,P1014,2025-12-07,2026-01-14,2854.79,Paid
INV903334,O505628,C100518,P1004,2025-12-05,2026-01-19,8705.47,Paid
INV903335,O505629,C100742,P1005,2024-07-27,2024-08-25,3843.97,Overdue
INV903336,O505630,C100008,P1024,2024-10-04,2024-11-16,11406.81,Paid
INV903337,O505631,C100565,P1010,2024-11-08,2024-12-15,15598.59,Overdue
INV903338,O505632,C100640,P1001,2025-12-31,2026-02-11,2928.16,Paid
INV903339,O505635,C100156,P1014,2024-09-19,2024-10-09,5376.73,Open
INV903340,O505637,C100726,P1004,2025-04-21,2025-06-01,2362.62,Open
INV903341,O505638,C100002,P1021,2025-05-29,2025-06-23,3661.13,Overdue
INV903342,O505640,C100305,P1023,2024-04-10,2024-04-25,6012.29,Open
INV903343,O505641,C100712,P1005,2024-10-23,2024-11-23,2433.83,Paid
INV903344,O505642,C100256,P1003,2025-02-07,2025-03-24,19446.78,Disputed
INV903345,O505645,C100170,P1000,2025-11-03,2025-11-30,4167.94,Open
INV903346,O505648,C100612,P1020,2025-07-12,2025-08-13,4706.7,Open
INV903347,O505650,C100772,P1016,2025-01-01,2025-01-18,2144.45,Open
INV903348,O505651,C100015,P1008,2024-03-06,2024-03-25,17755.65,Disputed
INV903349,O505652,C100186,P1010,2025-08-10,2025-09-07,21731.95,Open
INV903350,O505653,C100571,P1008,2025-04-13,2025-05-12,5135.95,Open
INV903351,O505657,C100083,P1021,2024-02-01,2024-02-28,7662.77,Open
INV903352,O505658,C100594,P1016,2024-09-15,2024-10-10,6627.79,Paid
INV903353,O505659,C100217,P1003,2024-04-21,2024-05-23,8254.88,Open
INV903354,O505660,C100646,P1004,2025-02-03,2025-02-27,4671.2,Open
INV903355,O505661,C100437,P1008,2024-04-25,2024-05-18,9145.46,Overdue
INV903356,O505662,C100147,P1002,2025-11-11,2025-12-05,10254.91,Open
INV903357,O505663,C100675,P1017,2025-03-26,2025-05-09,21627.49,Open
INV903358,O505664,C100791,P1012,2024-07-09,2024-07-27,13762.69,Open
INV903359,O505665,C100405,P1001,2025-11-07,2025-12-01,15443.44,Open
INV903360,O505667,C100047,P1020,2024-11-23,2024-12-15,7407.77,Paid
INV903361,O505668,C100216,P1022,2024-04-18,2024-05-04,2364.78,Paid
INV903362,O505671,C100300,P1015,2025-07-23,2025-08-09,5551.61,Open
INV903363,O505672,C100345,P1023,2024-07-11,2024-08-14,8869.74,Paid
INV903364,O505675,C100175,P1010,2024-07-03,2024-07-22,7688.82,Disputed
INV903365,O505676,C100278,P1024,2024-11-26,2024-12-11,2593.95,Open
INV903366,O505679,C100021,P1002,2024-09-25,2024-10-19,3509.77,Paid
INV903367,O505682,C100144,P1002,2024-09-04,2024-10-13,19318.29,Paid
INV903368,O505686,C100380,P1012,2024-07-20,2024-08-07,2672.36,Open
INV903369,O505687,C100500,P1012,2025-09-05,2025-10-14,3682.08,Open
INV903370,O505688,C100637,P1024,2024-06-28,2024-08-10,3263.28,Paid
INV903371,O505690,C100281,P1011,2025-10-08,2025-10-30,3536.87,Paid
INV903372,O505691,C100454,P1015,2024-09-07,2024-10-09,2290.79,Open
INV903373,O505692,C100208,P1006,2025-05-25,2025-06-20,19843.43,Paid
