payment_id,invoice_id,payment_date,payment_amount,payment_mode
PAY0002753,INV903854,2024-09-05,1454.39,Card
PAY0002754,INV903854,2024-09-24,771.09,Card
PAY0002755,INV903856,2024-08-20,2555.05,Wire
PAY0002756,INV903856,2024-08-30,4967.93,Wire
PAY0002757,INV903856,2024-09-01,76.6,UPI
PAY0002758,INV903863,2024-09-04,7169.34,Wire
PAY0002759,INV903863,2024-09-02,1040.34,Card
PAY0002760,INV903864,2024-08-21,3613.74,UPI
PAY0002761,INV903864,2024-09-03,2582.95,Card
PAY0002762,INV903864,2024-08-26,4745.98,NEFT
PAY0002763,INV903867,2025-11-02,19652.69,Wire
PAY0002764,INV903868,2025-01-07,2804.33,UPI
PAY0002765,INV903868,2025-01-02,1669.91,NEFT
PAY0002766,INV903868,2024-12-31,69.28,UPI
PAY0002767,INV903873,2024-10-29,11332.69,UPI
PAY0002768,INV903876,2024-02-03,4797.79,UPI
PAY0002769,INV903876,2024-02-05,1813.12,UPI
PAY0002770,INV903876,2024-01-25,470.85,Wire
PAY0002771,INV903877,2025-04-28,7685.83,Wire
PAY0002772,INV903878,2025-09-24,2489.16,Wire
PAY0002773,INV903878,2025-10-12,9300.3,UPI
PAY0002774,INV903879,2025-08-20,11828.36,UPI
PAY0002775,INV903880,2024-08-28,521.16,NEFT
PAY0002776,INV903880,2024-09-04,845.55,UPI
PAY0002777,INV903884,2024-05-24,7170.29,UPI
PAY0002778,INV903887,2024-02-13,489.24,Card
PAY0002779,INV903887,2024-02-20,5272.84,UPI
PAY0002780,INV903895,2024-11-27,3099.05,Wire
PAY0002781,INV903895,2024-11-24,12200.75,NEFT
PAY0002782,INV903895,2024-11-21,978.36,UPI
PAY0002783,INV903897,2024-02-03,12391.29,UPI
PAY0002784,INV903898,2024-02-13,7842.34,Wire
PAY0002785,INV903898,2024-02-15,2686.84,Wire
PAY0002786,INV903898,2024-02-25,4605.53,Wire
PAY0002787,INV903899,2025-05-30,517.79,NEFT
PAY0002788,INV903899,2025-05-29,212.67,UPI
PAY0002789,INV903899,2025-06-08,5073.36,NEFT
PAY0002790,INV903900,2024-03-20,3042.59,Card
PAY0002791,INV903903,2025-07-15,3966.6,NEFT
PAY0002792,INV903908,2024-11-06,8467.73,Card
PAY0002793,INV903908,2024-11-20,377.96,UPI
PAY0002794,INV903908,2024-11-12,1950.65,Card
PAY0002795,INV903910,2025-04-19,6219.62,Wire
PAY0002796,INV903910,2025-05-01,991.55,UPI
PAY0002797,INV903910,2025-04-24,2443.95,Wire
PAY0002798,INV903912,2025-08-22,1481.68,Card
PAY0002799,INV903912,2025-08-30,2263.83,Card
PAY0002800,INV903919,2024-10-10,88.22,Card
PAY0002801,INV903919,2024-10-05,2453.03,NEFT
PAY0002802,INV903921,2025-05-25,18042.7,NEFT
PAY0002803,INV903921,2025-05-22,1815.65,UPI
PAY0002804,INV903922,2024-09-27,975.08,UPI
PAY0002805,INV903922,2024-10-03,1798.24,UPI
PAY0002806,INV903926,2025-10-15,890.63,UPI
PAY0002807,INV903926,2025-10-15,0.88,Card
PAY0002808,INV903926,2025-10-12,3534.74,NEFT
PAY0002809,INV903928,2024-04-26,4268.12,Wire
PAY0002810,INV903928,2024-04-30,2403.56,Card
PAY0002811,INV903928,2024-04-14,1285.86,Card
PAY0002812,INV903930,2025-12-30,4006.18,UPI
PAY0002813,INV903932,2025-09-11,6876.04,Wire
PAY0002814,INV903933,2026-01-22,1108.99,NEFT
PAY0002815,INV903933,2026-01-21,14434.52,Wire
PAY0002816,INV903934,2025-07-22,3032.62,UPI
PAY0002817,INV903936,2024-04-10,8940.36,Wire
PAY0002818,INV903939,2024-04-16,1382.48,Wire
PAY0002819,INV903939,2024-04-26,5646.1,Card
PAY0002820,INV903939,2024-05-02,356.9,UPI
PAY0002821,INV903940,2024-05-06,5096.06,UPI
PAY0002822,INV903940,2024-05-25,261.33,NEFT
PAY0002823,INV903943,2025-05-05,1593.43,Card
PAY0002824,INV903943,2025-05-07,485.92,UPI
PAY0002825,INV903943,2025-05-17,1077.8,UPI
PAY0002826,INV903945,2025-05-16,10261.39,Card
PAY0002827,INV903947,2024-11-07,3611.18,UPI
PAY0002828,INV903947,2024-11-17,1821.02,UPI
PAY0002829,INV903949,2025-02-18,3244.74,NEFT
PAY0002830,INV903949,2025-02-22,8028.13,UPI
PAY0002831,INV903949,2025-02-21,810.85,UPI
PAY0002832,INV903950,2025-01-28,3068.03,Card
PAY0002833,INV903950,2025-01-21,2394.0,UPI
PAY0002834,INV903952,2025-10-11,8019.07,UPI
PAY0002835,INV903952,2025-10-20,3485.08,Card
PAY0002836,INV903952,2025-10-08,388.7,NEFT
PAY0002837,INV903953,2025-09-05,8544.37,Wire
PAY0002838,INV903954,2024-03-04,3520.89,NEFT
PAY0002839,INV903954,2024-03-06,768.11,Card
PAY0002840,INV903954,2024-03-05,828.5,Wire
PAY0002841,INV903955,2024-09-12,1317.23,Wire
PAY0002842,INV903955,2024-09-09,443.18,Wire
PAY0002843,INV903955,2024-09-14,1020.2,Card
PAY0002844,INV903956,2025-07-26,9392.08,UPI
PAY0002845,INV903958,2025-01-28,11366.96,UPI
PAY0002846,INV903960,2024-03-05,1658.05,Card
PAY0002847,INV903960,2024-03-15,654.2,NEFT
PAY0002848,INV903960,2024-03-03,346.37,Card
PAY0002849,INV903961,2025-05-24,12860.78,Wire
PAY0002850,INV903961,2025-06-02,2853.13,NEFT
PAY0002851,INV903965,2025-02-03,8.42,Wire
PAY0002852,INV903965,2025-01-29,666.14,Card
PAY0002853,INV903965,2025-02-10,28.06,NEFT
PAY0002854,INV903969,2024-09-26,9965.56,UPI
PAY0002855,INV903969,2024-09-13,5222.72,Wire
PAY0002856,INV903970,2024-10-08,6677.76,UPI
PAY0002857,INV903973,2024-08-27,4386.82,NEFT
PAY0002858,INV903973,2024-08-20,1504.91,NEFT
PAY0002859,INV903973,2024-08-20,2956.82,NEFT
PAY0002860,INV903975,2025-06-30,8504.16,UPI
PAY0002861,INV903976,2024-04-01,3561.36,UPI
PAY0002862,INV903976,2024-04-02,1648.13,UPI
PAY0002863,INV903976,2024-04-06,338.61,NEFT
PAY0002864,INV903981,2025-02-02,1230.46,Card
PAY0002865,INV903981,2025-02-06,5591.46,UPI
PAY0002866,INV903981,2025-01-27,2434.09,UPI
PAY0002867,INV903983,2025-10-29,7973.5,Wire
PAY0002868,INV903985,2025-09-05,7847.25,NEFT
PAY0002869,INV903985,2025-09-02,2431.36,UPI
PAY0002870,INV903986,2024-09-01,3682.29,NEFT
PAY0002871,INV903986,2024-09-15,306.18,UPI
PAY0002872,INV903986,2024-09-18,2498.82,Wire
PAY0002873,INV903987,2024-09-23,521.23,NEFT
PAY0002874,INV903987,2024-09-24,2449.57,NEFT
PAY0002875,INV903987,2024-09-23,11274.74,UPI
PAY0002876,INV903988,2025-04-26,9851.02,Wire
PAY0002877,INV903989,2024-07-05,6958.17,UPI
PAY0002878,INV903989,2024-06-22,11690.38,Card
PAY0002879,INV903990,2024-04-06,5501.07,Wire
PAY0002880,INV903990,2024-03-20,6625.61,UPI
PAY0002881,INV903994,2024-12-28,9266.84,Wire
PAY0002882,INV903995,2024-03-10,6333.64,Wire
PAY0002883,INV903996,2024-10-22,1280.06,Wire
PAY0002884,INV903996,2024-10-31,1901.32,NEFT
PAY0002885,INV903996,2024-10-16,336.28,NEFT
PAY0002886,INV903999,2025-02-27,36.3,UPI
PAY0002887,INV903999,2025-03-06,210.11,NEFT
PAY0002888,INV903999,2025-03-12,1053.25,Wire
PAY0002889,INV904000,2024-05-04,11240.23,NEFT
PAY0002890,INV904000,2024-05-07,63.4,UPI
PAY0002891,INV904001,2024-04-01,4774.88,Card
PAY0002892,INV904002,2025-10-20,7758.48,NEFT
PAY0002893,INV904004,2025-10-08,2373.45,NEFT
PAY0002894,INV904009,2024-11-08,8342.37,NEFT
PAY0002895,INV904011,2025-09-16,973.78,UPI
PAY0002896,INV904011,2025-09-09,128.73,Wire
PAY0002897,INV904011,2025-09-02,7557.54,UPI
PAY0002898,INV904017,2025-06-04,11038.97,Wire
PAY0002899,INV904019,2025-05-27,5781.25,NEFT
PAY0002900,INV904019,2025-05-12,4788.96,UPI
PAY0002901,INV904019,2025-05-30,5137.92,Wire
PAY0002902,INV904020,2025-03-08,13008.48,Wire
PAY0002903,INV904022,2024-12-17,21.19,Wire
PAY0002904,INV904022,2024-12-12,1125.79,Card
PAY0002905,INV904023,2024-04-18,1404.65,NEFT
PAY0002906,INV904023,2024-04-07,1107.36,Card
PAY0002907,INV904023,2024-04-02,4211.9,NEFT
PAY0002908,INV904024,2025-04-14,14027.24,UPI
PAY0002909,INV904025,2025-02-21,3443.4,Card
PAY0002910,INV904027,2024-03-28,11880.91,UPI
PAY0002911,INV904027,2024-04-08,1110.75,UPI
PAY0002912,INV904032,2024-04-11,17281.39,NEFT
PAY0002913,INV904033,2025-01-09,287.64,UPI
PAY0002914,INV904033,2025-01-04,9213.06,Card
PAY0002915,INV904035,2025-03-26,9192.39,Wire
PAY0002916,INV904037,2024-01-22,3007.19,Card
PAY0002917,INV904040,2024-08-13,1618.14,NEFT
PAY0002918,INV904040,2024-08-08,212.36,Wire
PAY0002919,INV904040,2024-08-10,2592.36,Wire
PAY0002920,INV904043,2024-06-22,940.74,Card
PAY0002921,INV904044,2025-01-15,2249.55,Wire
PAY0002922,INV904045,2025-08-07,4015.56,NEFT
PAY0002923,INV904045,2025-08-17,1071.46,UPI
PAY0002924,INV904046,2025-06-10,977.4,NEFT
PAY0002925,INV904046,2025-06-08,664.08,NEFT
PAY0002926,INV904047,2025-12-09,218.81,Card
PAY0002927,INV904047,2025-12-16,902.68,Wire
PAY0002928,INV904047,2025-12-17,1831.58,NEFT
PAY0002929,INV904049,2024-10-11,8250.64,UPI
PAY0002930,INV904049,2024-10-11,255.66,Wire
PAY0002931,INV904051,2024-07-26,2582.39,Wire
PAY0002932,INV904052,2024-12-18,162.94,NEFT
PAY0002933,INV904052,2024-12-22,1115.0,Wire
PAY0002934,INV904055,2025-09-17,2497.84,UPI
PAY0002935,INV904055,2025-10-07,4334.33,UPI
PAY0002936,INV904055,2025-09-20,877.68,Card
PAY0002937,INV904056,2025-12-22,1100.84,Card
PAY0002938,INV904056,2025-12-23,6888.55,Card
PAY0002939,INV904059,2025-03-23,3101.48,UPI
PAY0002940,INV904059,2025-03-16,1056.84,Wire
PAY0002941,INV904061,2024-01-23,2990.97,Card
PAY0002942,INV904061,2024-02-04,2067.58,Wire
PAY0002943,INV904062,2025-07-26,357.29,UPI
PAY0002944,INV904062,2025-08-03,1038.1,UPI
PAY0002945,INV904065,2024-12-12,12030.78,UPI
PAY0002946,INV904066,2025-02-05,12715.52,NEFT
PAY0002947,INV904073,2024-04-30,653.92,Wire
PAY0002948,INV904073,2024-04-28,614.09,UPI
PAY0002949,INV904074,2024-07-17,9088.42,Wire
PAY0002950,INV904075,2025-02-21,3769.05,Card
PAY0002951,INV904077,2025-03-16,8311.84,NEFT
PAY0002952,INV904077,2025-03-12,1318.91,UPI
PAY0002953,INV904081,2024-04-03,7021.42,Card
PAY0002954,INV904081,2024-04-08,1974.6,Card
PAY0002955,INV904083,2025-02-07,681.93,NEFT
PAY0002956,INV904083,2025-02-04,5368.57,NEFT
PAY0002957,INV904086,2025-02-15,5516.93,Card
PAY0002958,INV904086,2025-03-02,2713.49,NEFT
PAY0002959,INV904086,2025-02-14,1116.94,Card
PAY0002960,INV904087,2025-03-28,1254.03,Card
PAY0002961,INV904087,2025-04-07,4619.8,UPI
PAY0002962,INV904087,2025-03-25,2858.29,UPI
PAY0002963,INV904090,2025-10-18,57.5,UPI
PAY0002964,INV904090,2025-10-21,7021.2,NEFT
PAY0002965,INV904091,2025-08-02,1221.57,Wire
PAY0002966,INV904091,2025-08-01,1567.49,UPI
PAY0002967,INV904091,2025-07-30,2996.2,NEFT
PAY0002968,INV904092,2024-08-05,4276.55,UPI
PAY0002969,INV904092,2024-08-05,1425.33,Card
PAY0002970,INV904092,2024-08-06,2412.12,UPI
PAY0002971,INV904093,2025-02-17,565.85,Wire
PAY0002972,INV904093,2025-02-01,63.28,Wire
PAY0002973,INV904093,2025-02-21,35.52,Wire
PAY0002974,INV904095,2025-06-09,4148.14,Card
PAY0002975,INV904097,2024-08-24,6315.11,Card
PAY0002976,INV904097,2024-08-30,1540.7,NEFT
PAY0002977,INV904098,2024-09-04,9268.4,Card
PAY0002978,INV904098,2024-09-01,1627.77,Card
PAY0002979,INV904099,2025-02-25,177.33,UPI
PAY0002980,INV904099,2025-02-28,3409.3,UPI
PAY0002981,INV904103,2025-08-29,459.78,Card
PAY0002982,INV904113,2024-07-20,2431.78,Card
PAY0002983,INV904113,2024-07-22,3371.71,NEFT
PAY0002984,INV904113,2024-07-03,5988.98,Wire
PAY0002985,INV904120,2025-09-13,6442.94,Wire
PAY0002986,INV904120,2025-09-12,487.27,UPI
PAY0002987,INV904123,2025-03-30,1519.97,Wire
PAY0002988,INV904123,2025-03-25,3191.07,Wire
PAY0002989,INV904123,2025-03-26,2097.88,Card
PAY0002990,INV904125,2024-04-23,800.54,Wire
PAY0002991,INV904125,2024-04-27,9635.05,UPI
PAY0002992,INV904125,2024-04-25,4065.55,UPI
PAY0002993,INV904127,2025-10-28,9331.14,Wire
PAY0002994,INV904127,2025-11-06,2009.14,Card
PAY0002995,INV904128,2024-02-17,5976.81,Wire
PAY0002996,INV904128,2024-02-19,4608.57,Card
PAY0002997,INV904128,2024-02-19,1020.97,Wire
PAY0002998,INV904129,2024-05-22,3438.58,NEFT
PAY0002999,INV904133,2024-10-04,12120.02,Wire
PAY0003000,INV904138,2024-11-25,1234.76,NEFT
PAY0003001,INV904138,2024-11-16,1974.57,Wire
PAY0003002,INV904140,2025-04-26,6979.08,UPI
PAY0003003,INV904143,2024-01-29,5575.05,Card
PAY0003004,INV904143,2024-01-20,1102.58,UPI
PAY0003005,INV904144,2024-05-15,2617.31,NEFT
PAY0003006,INV904145,2026-01-12,3360.57,Wire
PAY0003007,INV904145,2026-01-08,13481.88,Card
PAY0003008,INV904147,2024-04-29,3596.75,Card
PAY0003009,INV904147,2024-04-28,1852.97,Card
PAY0003010,INV904149,2025-12-25,14967.88,Wire
PAY0003011,INV904150,2024-06-28,7299.15,Wire
PAY0003012,INV904150,2024-07-15,6545.38,Wire
PAY0003013,INV904151,2024-04-27,1774.14,Card
PAY0003014,INV904151,2024-05-10,342.68,Wire
PAY0003015,INV904154,2025-08-11,1524.01,Card
PAY0003016,INV904154,2025-08-19,2968.22,Wire
PAY0003017,INV904154,2025-08-26,1663.77,NEFT
PAY0003018,INV904156,2025-12-30,10995.86,Wire
PAY0003019,INV904156,2026-01-05,2115.7,Wire
PAY0003020,INV904157,2024-05-22,2088.04,Card
PAY0003021,INV904157,2024-06-03,1449.61,NEFT
PAY0003022,INV904157,2024-06-05,3616.87,Wire
PAY0003023,INV904158,2025-12-14,557.03,UPI
PAY0003024,INV904158,2025-12-21,1184.69,Card
PAY0003025,INV904160,2025-07-21,279.41,Card
PAY0003026,INV904160,2025-07-13,140.2,UPI
PAY0003027,INV904160,2025-07-20,205.54,UPI
PAY0003028,INV904166,2025-05-20,2889.2,UPI
PAY0003029,INV904166,2025-06-08,10120.66,UPI
PAY0003030,INV904169,2025-12-16,4091.91,UPI
PAY0003031,INV904169,2025-12-27,2125.49,UPI
PAY0003032,INV904169,2025-12-26,332.18,UPI
PAY0003033,INV904171,2025-05-05,6335.19,Card
PAY0003034,INV904171,2025-05-07,497.33,Card
PAY0003035,INV904171,2025-04-29,7191.76,NEFT
PAY0003036,INV904173,2025-01-08,2242.65,NEFT
PAY0003037,INV904175,2025-12-23,2000.23,NEFT
PAY0003038,INV904175,2025-12-19,5808.3,Card
PAY0003039,INV904177,2025-07-31,1690.95,NEFT
PAY0003040,INV904177,2025-07-28,7297.73,NEFT
PAY0003041,INV904178,2025-12-08,10009.44,NEFT
PAY0003042,INV904179,2025-09-06,1004.84,Wire
PAY0003043,INV904179,2025-09-02,56.56,UPI
PAY0003044,INV904179,2025-09-03,605.56,Card
PAY0003045,INV904180,2025-10-12,5139.1,UPI
PAY0003046,INV904180,2025-09-26,7488.94,UPI
PAY0003047,INV904181,2024-04-07,10381.67,Wire
PAY0003048,INV904182,2025-03-30,2621.0,Card
PAY0003049,INV904184,2025-03-03,363.75,Card
PAY0003050,INV904184,2025-03-02,499.39,UPI
PAY0003051,INV904184,2025-02-26,1663.0,NEFT
PAY0003052,INV904186,2025-01-16,9122.85,UPI
PAY0003053,INV904191,2025-07-28,6099.41,UPI
PAY0003054,INV904191,2025-07-14,5381.68,NEFT
PAY0003055,INV904201,2025-12-04,5856.58,NEFT
PAY0003056,INV904201,2025-12-05,5235.92,NEFT
PAY0003057,INV904202,2025-11-12,5552.85,NEFT
PAY0003058,INV904202,2025-10-25,3388.58,Wire
PAY0003059,INV904212,2024-05-18,13703.1,Wire
PAY0003060,INV904212,2024-05-23,221.15,Wire
PAY0003061,INV904212,2024-05-28,179.95,Card
PAY0003062,INV904214,2024-12-18,12867.97,UPI
PAY0003063,INV904215,2024-07-24,16508.8,UPI
PAY0003064,INV904219,2025-11-10,121.36,NEFT
PAY0003065,INV904219,2025-11-14,2311.47,NEFT
PAY0003066,INV904220,2024-05-31,5446.48,UPI
PAY0003067,INV904220,2024-05-20,11692.73,Wire
PAY0003068,INV904220,2024-05-18,3034.95,NEFT
PAY0003069,INV904222,2025-06-28,2059.21,Card
PAY0003070,INV904222,2025-07-17,1738.23,Card
PAY0003071,INV904224,2024-01-10,12344.64,UPI
PAY0003072,INV904230,2024-03-18,5796.19,Wire
PAY0003073,INV904230,2024-03-29,5904.42,NEFT
PAY0003074,INV904236,2025-08-05,961.3,NEFT
PAY0003075,INV904236,2025-07-29,1807.82,Wire
PAY0003076,INV904236,2025-07-31,7085.27,Wire
PAY0003077,INV904241,2025-08-20,7218.59,UPI
PAY0003078,INV904241,2025-08-23,373.99,NEFT
PAY0003079,INV904246,2024-04-27,2951.24,Card
PAY0003080,INV904246,2024-04-28,12683.54,NEFT
PAY0003081,INV904251,2025-10-06,2949.94,Card
PAY0003082,INV904257,2024-04-27,1870.42,NEFT
PAY0003083,INV904257,2024-04-26,892.16,NEFT
PAY0003084,INV904258,2024-02-17,149.74,NEFT
PAY0003085,INV904258,2024-02-24,27.13,Card
PAY0003086,INV904258,2024-02-11,1055.75,Card
PAY0003087,INV904259,2024-11-15,12467.28,NEFT
PAY0003088,INV904259,2024-11-08,218.98,UPI
PAY0003089,INV904260,2024-06-08,2519.78,NEFT
PAY0003090,INV904260,2024-06-04,589.27,NEFT
PAY0003091,INV904261,2024-03-21,6324.16,Card
PAY0003092,INV904262,2025-08-27,6854.59,Card
PAY0003093,INV904265,2025-05-04,4341.9,UPI
PAY0003094,INV904265,2025-04-30,1557.03,NEFT
PAY0003095,INV904265,2025-05-19,868.7,Wire
PAY0003096,INV904267,2024-03-06,7442.18,Wire
PAY0003097,INV904267,2024-03-02,1232.8,UPI
PAY0003098,INV904267,2024-03-14,3251.41,Wire
PAY0003099,INV904268,2024-04-05,3508.2,Wire
PAY0003100,INV904268,2024-03-27,5871.17,Card
PAY0003101,INV904268,2024-03-31,363.27,Card
PAY0003102,INV904273,2025-05-18,9524.9,NEFT
PAY0003103,INV904273,2025-05-22,817.24,UPI
PAY0003104,INV904274,2024-03-21,1779.88,Wire
PAY0003105,INV904274,2024-03-21,1182.58,NEFT
PAY0003106,INV904274,2024-03-31,1779.43,Card
PAY0003107,INV904275,2025-08-19,2493.92,Wire
PAY0003108,INV904275,2025-08-12,1926.93,Wire
PAY0003109,INV904277,2024-06-30,12115.72,Card
PAY0003110,INV904279,2024-02-05,408.02,UPI
PAY0003111,INV904279,2024-02-05,5735.94,Card
PAY0003112,INV904287,2025-07-03,14825.2,Wire
PAY0003113,INV904288,2024-10-09,14134.74,Card
PAY0003114,INV904289,2024-11-15,10072.2,Card
PAY0003115,INV904290,2024-03-02,467.8,Wire
PAY0003116,INV904290,2024-03-04,3258.73,Card
PAY0003117,INV904297,2025-02-20,6264.28,NEFT
PAY0003118,INV904300,2024-11-11,17169.46,NEFT
PAY0003119,INV904302,2025-12-14,7550.62,Card
PAY0003120,INV904307,2025-03-25,3025.31,Wire
PAY0003121,INV904307,2025-04-04,14763.45,Wire
PAY0003122,INV904307,2025-03-27,1581.91,NEFT
PAY0003123,INV904309,2025-02-04,212.01,Wire
PAY0003124,INV904309,2025-01-30,295.07,UPI
PAY0003125,INV904312,2025-12-20,9335.37,UPI
PAY0003126,INV904313,2025-02-25,11406.33,NEFT
PAY0003127,INV904318,2024-04-14,864.94,NEFT
PAY0003128,INV904318,2024-04-13,1601.21,Wire
PAY0003129,INV904323,2024-10-19,13931.52,UPI
PAY0003130,INV904323,2024-10-06,4793.49,Wire
PAY0003131,INV904325,2024-05-17,713.67,Wire
PAY0003132,INV904325,2024-05-26,8508.79,NEFT
PAY0003133,INV904326,2024-09-19,4350.01,UPI
PAY0003134,INV904326,2024-09-23,2254.0,UPI
PAY0003135,INV904330,2024-01-19,14955.91,Card
PAY0003136,INV904331,2025-12-15,1452.08,Wire
PAY0003137,INV904331,2025-12-19,1420.09,Card
PAY0003138,INV904331,2025-12-15,8758.79,NEFT
PAY0003139,INV904340,2024-05-14,2595.42,Card
PAY0003140,INV904341,2024-05-15,7322.6,UPI
PAY0003141,INV904343,2025-08-13,3450.9,Card
PAY0003142,INV904343,2025-08-18,2060.47,UPI
PAY0003143,INV904345,2024-07-21,2508.01,UPI
PAY0003144,INV904346,2025-03-30,11642.61,Card
PAY0003145,INV904354,2025-07-08,7049.5,Wire
PAY0003146,INV904354,2025-07-16,1400.43,UPI
PAY0003147,INV904354,2025-06-27,3149.24,UPI
PAY0003148,INV904355,2025-07-22,8000.52,Wire
PAY0003149,INV904357,2024-06-06,845.35,Card
PAY0003150,INV904357,2024-06-20,9.35,NEFT
PAY0003151,INV904357,2024-06-13,1972.61,Wire
PAY0003152,INV904358,2025-11-22,1741.42,UPI
PAY0003153,INV904358,2025-11-18,649.65,UPI
PAY0003154,INV904361,2024-11-30,1046.37,UPI
PAY0003155,INV904362,2024-07-21,5379.33,Wire
PAY0003156,INV904363,2024-01-07,5792.83,UPI
PAY0003157,INV904364,2024-08-25,899.78,Wire
PAY0003158,INV904364,2024-08-17,7048.56,NEFT
PAY0003159,INV904364,2024-08-29,1028.24,Wire
PAY0003160,INV904370,2024-09-15,2687.91,Card
PAY0003161,INV904372,2025-11-09,740.51,Wire
PAY0003162,INV904372,2025-10-28,652.75,UPI
PAY0003163,INV904372,2025-10-25,389.74,Card
PAY0003164,INV904378,2024-12-23,2020.61,UPI
PAY0003165,INV904379,2025-05-15,4063.95,UPI
PAY0003166,INV904379,2025-05-18,19847.83,UPI
PAY0003167,INV904382,2025-03-05,1465.59,Wire
PAY0003168,INV904382,2025-02-27,4358.9,UPI
PAY0003169,INV904386,2026-01-13,2350.28,NEFT
PAY0003170,INV904386,2025-12-30,3076.68,UPI
PAY0003171,INV904390,2024-10-07,3390.46,UPI
PAY0003172,INV904390,2024-10-02,1238.19,UPI
PAY0003173,INV904395,2025-05-24,237.28,Card
PAY0003174,INV904395,2025-05-28,14421.32,UPI
PAY0003175,INV904396,2024-06-14,532.52,Wire
PAY0003176,INV904396,2024-06-05,3170.19,Wire
PAY0003177,INV904396,2024-06-02,1337.23,Wire
PAY0003178,INV904399,2025-07-06,1300.75,Card
PAY0003179,INV904401,2025-04-18,4380.18,Wire
PAY0003180,INV904403,2025-09-19,7678.71,Card
PAY0003181,INV904403,2025-09-09,5789.01,Wire
PAY0003182,INV904403,2025-09-09,1000.88,NEFT
PAY0003183,INV904406,2025-02-09,6710.48,Card
PAY0003184,INV904406,2025-02-11,1139.23,NEFT
PAY0003185,INV904409,2024-02-13,2345.16,Card
PAY0003186,INV904411,2024-12-19,2283.35,UPI
PAY0003187,INV904412,2025-08-08,1056.34,UPI
PAY0003188,INV904412,2025-08-13,141.96,Wire
PAY0003189,INV904412,2025-08-17,13.42,Wire
PAY0003190,INV904413,2025-04-07,3579.4,NEFT
PAY0003191,INV904414,2024-12-24,11155.01,Wire
PAY0003192,INV904415,2026-01-13,7185.07,NEFT
PAY0003193,INV904415,2026-01-11,484.87,UPI
PAY0003194,INV904416,2024-03-04,2475.15,Wire
PAY0003195,INV904417,2024-09-05,1657.88,NEFT
PAY0003196,INV904426,2024-03-17,10198.7,Wire
PAY0003197,INV904426,2024-03-04,1837.22,Card
PAY0003198,INV904426,2024-03-23,2366.74,UPI
PAY0003199,INV904427,2024-02-12,4613.96,NEFT
PAY0003200,INV904429,2024-01-30,7232.28,Card
PAY0003201,INV904431,2025-07-13,7148.02,UPI
PAY0003202,INV904432,2024-09-20,1272.66,NEFT
PAY0003203,INV904432,2024-10-02,3640.99,UPI
PAY0003204,INV904432,2024-09-16,1295.75,UPI
PAY0003205,INV904435,2025-03-26,4265.35,Card
PAY0003206,INV904435,2025-03-18,29.44,UPI
PAY0003207,INV904439,2025-06-02,1367.71,Wire
PAY0003208,INV904439,2025-06-08,363.36,Card
PAY0003209,INV904439,2025-06-11,1220.64,Card
PAY0003210,INV904442,2024-11-11,565.5,Card
PAY0003211,INV904442,2024-11-01,352.37,UPI
PAY0003212,INV904442,2024-11-08,1401.12,Card
PAY0003213,INV904446,2024-05-05,6702.5,Card
PAY0003214,INV904446,2024-05-09,1819.15,Card
PAY0003215,INV904449,2025-05-16,7344.27,UPI
PAY0003216,INV904449,2025-05-14,4909.42,Card
PAY0003217,INV904449,2025-05-04,3773.36,NEFT
PAY0003218,INV904455,2024-12-06,4305.82,Card
PAY0003219,INV904455,2024-12-12,9089.35,UPI
PAY0003220,INV904458,2025-11-03,16858.19,NEFT
PAY0003221,INV904460,2025-01-16,1969.77,UPI
PAY0003222,INV904460,2025-01-17,4135.76,Card
PAY0003223,INV904462,2024-12-10,5353.3,UPI
PAY0003224,INV904462,2024-12-10,1685.7,UPI
PAY0003225,INV904462,2024-11-23,339.98,Wire
PAY0003226,INV904463,2024-09-18,7603.61,UPI
PAY0003227,INV904463,2024-10-01,2459.06,Card
PAY0003228,INV904463,2024-09-15,3430.57,NEFT
PAY0003229,INV904472,2024-01-27,6017.37,Wire
PAY0003230,INV904472,2024-02-05,2887.34,NEFT
PAY0003231,INV904472,2024-02-08,4036.09,Card
PAY0003232,INV904473,2024-11-29,202.87,UPI
PAY0003233,INV904473,2024-11-12,191.46,Wire
PAY0003234,INV904473,2024-11-20,1418.47,UPI
PAY0003235,INV904484,2024-10-25,4822.32,NEFT
PAY0003236,INV904487,2024-12-27,3343.55,UPI
PAY0003237,INV904487,2025-01-04,4667.58,UPI
PAY0003238,INV904492,2026-01-14,6994.08,Wire
PAY0003239,INV904493,2024-03-27,32.25,NEFT
PAY0003240,INV904493,2024-04-06,2262.38,UPI
PAY0003241,INV904499,2024-12-15,12573.66,Wire
PAY0003242,INV904501,2024-05-19,886.28,Card
PAY0003243,INV904501,2024-05-18,6857.09,Wire
PAY0003244,INV904501,2024-05-23,491.62,Wire
PAY0003245,INV904502,2024-03-13,4025.19,NEFT
PAY0003246,INV904506,2024-01-27,11455.14,UPI
PAY0003247,INV904507,2025-08-22,14645.45,NEFT
PAY0003248,INV904507,2025-09-05,843.59,Card
PAY0003249,INV904507,2025-08-27,35.58,Card
PAY0003250,INV904510,2025-04-03,771.53,Wire
PAY0003251,INV904510,2025-04-03,82.39,NEFT
PAY0003252,INV904510,2025-04-06,1788.38,Wire
PAY0003253,INV904511,2025-03-16,3852.52,Wire
PAY0003254,INV904511,2025-03-16,2239.0,NEFT
PAY0003255,INV904511,2025-03-21,549.23,Card
